radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,260,23041,13868559,-1,-73.9799,40.7522,1000,1,1,1755280852,1755280852,0
NR,310,260,5898496,5427216697,-1,-73.9799,40.7522,1000,1,1,1755280852,1755280852,0
LTE,310,260,23041,13868619,-1,-73.9798,40.7524,1000,1,1,1755280902,1755280902,0
LTE,310,260,23041,11709263,-1,-73.9833,40.7337,6177,4,1,1755280942,1771913883,0
NR,310,260,5898496,5456765241,-1,-73.9815,40.7398,6872,6,1,1755280962,1771913883,0
NR,310,260,5898496,5456765231,-1,-73.9789,40.7519,1000,1,1,1755281242,1755281242,0
LTE,310,260,23041,33314563,0,-73.9894,40.7404,1000,1,1,1755466249,1755466249,0
LTE,310,260,23041,224655622,0,-73.9919,40.7402,1000,5,1,1755466751,1755472621,0
LTE,310,260,23041,12532739,0,-73.9918,40.7402,1000,5,1,1755466803,1755470341,0
LTE,310,260,23041,14281993,0,-73.9919,40.7402,1000,4,1,1755466957,1755472322,0
LTE,310,260,23041,14281987,0,-73.9914,40.7407,1000,1,1,1755467452,1755467452,0
LTE,310,260,23041,11237634,0,-73.9918,40.7401,1000,4,1,1755467658,1755472801,0
LTE,310,260,23041,122506758,0,-73.992,40.7401,1000,2,1,1755471801,1755471962,0
LTE,310,260,23041,12439309,0,-73.9853,40.7258,5285,22,1,1755547180,1771913883,0
LTE,310,260,23041,12439317,0,-73.979,40.7278,5609,9,1,1755547353,1771913883,0
LTE,310,260,23040,13993480,0,-74.0098,40.7137,1000,1,1,1755621506,1755621506,0
LTE,310,260,23040,11974405,0,-74.0101,40.7133,1000,1,1,1755625284,1755625284,0
LTE,310,260,23040,33394950,0,-74.0101,40.7133,1000,1,1,1755625465,1755625465,0
LTE,310,260,23040,11723523,0,-73.9873,40.7203,1000,1,1,1755627183,1755627183,0
LTE,310,260,23040,32234754,0,-73.9873,40.7203,1000,1,1,1755627363,1755627363,0
LTE,310,260,23040,32333391,0,-73.9877,40.7198,1000,1,1,1755627594,1755627594,0
LTE,310,260,23040,32333315,0,-73.9877,40.7198,1000,1,1,1755627763,1755627763,0
LTE,310,260,23040,11681283,0,-73.9901,40.7337,1000,1,1,1755907594,1755907594,0
LTE,310,260,23041,15256332,-1,-73.9792,40.7486,7877,6,1,1755367913,1771913906,0
LTE,310,260,23041,15256331,-1,-73.9809,40.7371,6588,10,1,1755374953,1773283925,0
LTE,310,260,23041,122349323,-1,-73.9924,40.7137,3878,2,1,1755528490,1756098481,0
LTE,310,260,23041,32787468,-1,-73.9887,40.7482,1000,1,1,1755528559,1755528559,0
LTE,310,260,23041,33314561,-1,-73.9884,40.7476,1000,3,1,1755528689,1756098481,0
LTE,310,260,23041,10536204,-1,-73.9884,40.7476,1000,3,1,1755528711,1756098481,0
LTE,310,260,23041,88255490,-1,-73.9885,40.7472,1000,1,1,1755528781,1755528781,0
LTE,310,260,23041,10536196,-1,-73.9884,40.7479,1000,2,1,1755529007,1756098481,0
LTE,310,260,23041,32787458,-1,-73.9879,40.748,1000,3,1,1755529070,1756098481,0
LTE,310,260,23041,32597518,-1,-73.9875,40.7478,1000,1,1,1755529105,1755529105,0
LTE,310,260,23041,32597508,-1,-73.9869,40.7479,1000,7,1,1755529134,1756098481,0
LTE,310,260,23041,11722575,-1,-73.9863,40.7478,1000,1,1,1755529376,1755529376,0
LTE,310,260,23041,34451462,-1,-73.9863,40.7478,1000,1,1,1755529577,1755529577,0
LTE,310,260,23041,11722515,-1,-73.9863,40.7478,1000,1,1,1755529687,1755529687,0
LTE,310,260,23041,88255489,-1,-73.9878,40.7492,1000,10,1,1755532223,1761354003,0
LTE,310,260,23041,32787459,-1,-73.9884,40.749,1000,7,1,1755534179,1761354003,0
NR,310,260,5898496,5520056632,-1,-73.9902,40.7369,1000,3,1,1756294412,1773283943,0
LTE,310,260,23041,122506757,-1,-73.9863,40.7284,5565,4,1,1756298192,1765829538,0
LTE,310,260,23041,12439319,-1,-73.9836,40.7303,5803,8,1,1756298252,1770084725,0
LTE,310,260,23042,11718401,-1,-73.9768,40.7521,2226,5,1,1756298692,1763997854,0
LTE,310,260,23040,11082499,-1,-73.9986,40.706,2868,18,1,1756318640,1772464141,0
LTE,310,260,23040,55313429,-1,-73.9912,40.7352,1000,2,1,1756462699,1762452370,0
NR,310,260,5898240,5371535363,-1,-73.991,40.7353,1000,1,1,1756462799,1756462799,0
NR,310,260,5898240,5520621569,-1,-73.9908,40.7355,1000,4,1,1756462809,1765829538,0
LTE,310,260,23041,12333836,-1,-73.9908,40.7349,2308,7,1,1756463179,1761186856,0
LTE,310,260,23042,11649281,-1,-73.9818,40.7544,2267,7,1,1756463739,1765829521,0
LTE,310,260,23042,11649291,-1,-73.9891,40.7446,1052,2,1,1756463739,1765829521,0
LTE,310,260,23040,32603394,-1,-74.0147,40.7062,1000,4,1,1756755788,1772463122,0
LTE,310,260,23040,49630725,-1,-74.0147,40.7065,1000,7,1,1756755798,1758221703,0
LTE,310,260,23040,11684627,-1,-74.0156,40.7072,1000,2,1,1756755818,1756784462,0
LTE,310,260,23040,228067334,-1,-73.9975,40.7036,1000,4,1,1756756028,1766151400,0
LTE,310,260,23040,10566408,-1,-73.9882,40.7101,1000,8,1,1756756068,1758221705,0
LTE,310,260,23040,27995660,-1,-73.9785,40.7122,1000,18,1,1756756108,1758221705,0
LTE,310,260,23040,12822274,-1,-73.9735,40.7237,1000,13,1,1756756188,1764289389,0
LTE,310,260,23040,12822273,-1,-73.9727,40.7252,1000,3,1,1756756208,1756784463,0
LTE,310,260,23041,11237896,-1,-73.9727,40.7301,1000,17,1,1756756238,1764289389,0
LTE,310,260,23041,11237895,-1,-73.9745,40.7342,1000,6,1,1756756268,1764289389,0
LTE,310,260,23041,11236872,-1,-73.9748,40.7357,1000,9,1,1756756278,1764289389,0
LTE,310,260,23041,11236871,-1,-73.9746,40.7369,1000,11,1,1756756288,1758221701,0
LTE,310,260,23042,34514180,-1,-73.9818,40.721,4819,2,1,1756913916,1770084724,0
LTE,310,260,23041,10536455,-1,-73.9783,40.7525,1471,3,1,1756914607,1761354001,0
NR,310,260,5898496,5369888771,-1,-73.9794,40.7492,1829,2,1,1756914639,1765829539,0
LTE,310,260,23041,12439308,-1,-73.9846,40.7267,5397,8,1,1756914659,1771913883,0
LTE,310,260,23041,12439318,-1,-73.9862,40.7096,6140,6,1,1756914670,1771913883,0
LTE,310,260,23041,12439298,-1,-73.9842,40.7173,5270,10,1,1756914686,1771913883,0
LTE,310,260,2409,28616068,-1,-73.9818,40.721,4819,2,1,1756914727,1770084724,0
LTE,310,260,23041,14103554,-1,-73.9869,40.7114,5961,6,1,1756915415,1771913881,0
LTE,310,260,23041,14103557,-1,-73.9794,40.7278,4038,2,1,1756915395,1761186843,0
LTE,310,260,23040,12118787,0,-73.9936,40.734,6126,11,1,1757091310,1770084726,0
LTE,310,260,23041,12439043,0,-73.9818,40.7439,1496,15,1,1757635968,1760573401,0
LTE,310,260,23040,11681289,0,-73.9899,40.7338,1000,2,1,1757808910,1759622641,0
LTE,310,260,23041,38010116,0,-73.9906,40.7354,1000,1,1,1757810085,1757810085,0
LTE,310,260,23041,19977547,0,-73.9829,40.7542,1000,1,1,1757821413,1757821413,0
LTE,310,260,23041,32820225,0,-73.9854,40.7538,1000,6,1,1757821668,1759192267,0
LTE,310,260,23041,11717377,0,-73.9854,40.7532,1000,6,1,1757821681,1766151401,0
LTE,310,260,23041,56212484,0,-73.9854,40.7533,1000,1,1,1757821695,1757821695,0
LTE,310,260,23041,11717383,0,-73.9854,40.7533,1000,5,1,1757821717,1761301443,0
LTE,310,260,23040,32616963,0,-73.9997,40.7169,1000,2,1,1757825611,1757827381,0
LTE,310,260,23040,36844292,0,-73.9997,40.7169,1000,1,1,1757826898,1757826898,0
LTE,310,260,23040,32326913,0,-74.0048,40.7198,1000,4,1,1757829346,1761436023,0
LTE,310,260,23040,33965316,0,-74.0042,40.7197,1000,1,1,1757829866,1757829866,0
LTE,310,260,23040,32462337,0,-74.0042,40.7197,1000,1,1,1757833638,1757833638,0
LTE,310,260,23040,12119053,0,-73.9892,40.7456,1279,2,1,1758042624,1770084726,0
LTE,310,260,23041,15288843,-1,-73.9707,40.7452,1000,2,1,1758032531,1758221701,0
LTE,310,260,23041,13759495,-1,-73.9717,40.7436,1000,15,1,1758032541,1758221762,0
NR,310,260,5898496,5505831223,-1,-73.9709,40.7446,500,28,1,1758032541,1758221762,0
LTE,310,260,23041,13759491,-1,-73.9729,40.7408,1000,2,1,1758032621,1758221701,0
NR,310,260,5898496,5505831224,-1,-73.9735,40.739,1000,24,1,1758032621,1758221761,0
NR,310,260,5898496,5456437559,-1,-73.9744,40.7335,1000,12,1,1758032701,1758221701,0
NR,310,260,5898496,5456437560,-1,-73.9736,40.7321,589,25,1,1758032781,1758221761,0
NR,310,260,5827584,5465350447,-1,-73.972,40.7268,1000,5,1,1758032851,1772468821,0
NR,310,260,5898240,5456441645,-1,-73.9738,40.7228,1000,13,1,1758032861,1772468821,0
NR,310,260,5898240,5371162935,-1,-73.9753,40.7173,1000,4,1,1758032931,1758221702,0
NR,310,260,5898240,5371162936,-1,-73.9754,40.7182,1000,16,1,1758032941,1758221761,0
NR,310,260,5898240,5414416696,-1,-73.9765,40.7147,1000,7,1,1758032981,1758221705,0
LTE,310,260,23040,11679495,-1,-73.9776,40.7128,1000,1,1,1758032991,1758032991,0
NR,310,260,5898240,4460310840,-1,-73.9781,40.7126,1000,13,1,1758033031,1758221705,0
LTE,310,260,23040,27995651,-1,-73.9805,40.7109,1000,6,1,1758033081,1764289389,0
NR,310,260,5898240,4519137592,-1,-73.9803,40.7111,1000,10,1,1758033081,1758221705,0
LTE,310,260,23040,11297283,-1,-73.9853,40.7105,1000,10,1,1758033111,1764289389,0
NR,310,260,5898240,4519137593,-1,-73.9855,40.7105,1000,8,1,1758033111,1758221702,0
NR,310,260,5898240,5414433080,-1,-73.9868,40.7103,1000,12,1,1758033171,1758221705,0
LTE,310,260,23040,11082504,-1,-73.9912,40.7101,1000,9,1,1758033171,1759192266,0
LTE,310,260,23040,11723267,-1,-73.9931,40.7089,1000,21,1,1758033211,1764289389,0
NR,310,260,5898240,5477876024,-1,-73.993,40.7095,1000,5,1,1758033221,1758221702,0
LTE,310,260,23040,32615939,-1,-73.9931,40.7095,1000,2,1,1758033231,1758221702,0
NR,310,260,5898240,5444792633,-1,-73.994,40.7087,1000,10,1,1758033271,1772468822,0
NR,310,260,5898240,5477876025,-1,-73.9981,40.7087,621,26,1,1758033281,1772468822,0
LTE,310,260,23040,14387713,-1,-73.9995,40.7083,1000,6,1,1758033341,1764289389,0
LTE,310,260,23040,12446209,-1,-73.9989,40.7082,1000,13,1,1758033351,1772464141,0
LTE,310,260,23040,12446210,-1,-74.0025,40.705,1024,9,1,1758033371,1772468821,0
NR,310,260,5898240,4493373742,-1,-74.0038,40.7038,1000,16,1,1758033391,1772463361,0
LTE,310,260,23040,32788997,-1,-74.0067,40.7038,1000,15,1,1758033401,1772468821,0
NR,310,260,5898240,4493377840,-1,-74.0064,40.7041,1000,15,1,1758033421,1772463361,0
NR,310,260,5898240,5510025517,-1,-74.0053,40.7015,1000,19,1,1758033431,1772463122,0
LTE,310,260,23040,35574284,-1,-74.0118,40.7016,1000,1,1,1758033561,1758033561,0
LTE,310,410,2332,28337687,-1,-74.0121,40.7016,1000,1,1,1758033711,1758033711,0
NR,310,260,5898240,5427278137,-1,-74.0146,40.7058,1000,14,1,1758033801,1772468822,0
NR,310,260,5898240,5430808889,-1,-74.0155,40.7057,1000,1,1,1758033911,1758033911,0
NR,310,260,5898240,5588672539,-1,-74.0155,40.7057,1000,1,1,1758033921,1758033921,0
NR,310,260,5827584,5520085303,-1,-73.9945,40.7043,1000,8,1,1758039972,1758221704,0
LTE,310,260,23040,11681031,-1,-74.0025,40.7113,1000,13,1,1758040052,1761436023,0
NR,310,260,5898240,5457002807,-1,-74.0021,40.7107,1000,9,1,1758040072,1758221705,0
NR,310,260,5898240,5471265081,-1,-74.0002,40.7089,1000,3,1,1758040112,1758221705,0
NR,310,260,5898240,5588701207,-1,-73.9933,40.7053,1000,13,1,1758040172,1766151400,0
LTE,310,260,23040,11297288,-1,-73.9796,40.7112,1000,7,1,1758040212,1758221705,0
NR,310,260,5898240,5478748472,-1,-73.9739,40.7232,1000,4,1,1758040292,1758221761,0
NR,310,260,5898240,5456441656,-1,-73.973,40.7246,1000,6,1,1758040302,1772464141,0
NR,310,260,5898240,5456441655,-1,-73.9723,40.7281,1000,9,1,1758040312,1772464142,0
LTE,310,260,23041,11236866,-1,-73.9748,40.7366,1000,4,1,1758040372,1758221761,0
LTE,310,260,23041,13759496,-1,-73.9724,40.7423,1000,4,1,1758040432,1758221761,0
LTE,310,260,23041,11707661,-1,-73.9896,40.7361,1000,1,1,1758550193,1758550193,0
NR,310,260,5898496,5474070841,-1,-73.9896,40.7363,1000,1,1,1758550213,1758550213,0
LTE,310,260,23040,12034564,-1,-73.9905,40.7368,1000,2,1,1758552573,1758611050,0
NR,310,260,5898240,5563568441,-1,-73.9907,40.7348,1000,2,1,1758555013,1758611050,0
NR,310,260,5898240,5429510446,-1,-73.9892,40.7343,1000,4,1,1758555233,1771913829,0
NR,310,260,5898240,5621407773,-1,-73.9885,40.734,1000,7,1,1758555253,1762452370,0
NR,310,260,5898240,5520621570,-1,-73.9897,40.7343,1000,1,1,1758555673,1758555673,0
LTE,310,260,23040,13262609,0,-73.9892,40.7345,1000,3,1,1758823829,1771913829,0
NR,310,260,5827584,5518836017,-1,-73.9892,40.705,1000,4,1,1758642114,1759192266,0
NR,310,260,5898240,5582336022,-1,-73.9926,40.7111,1000,11,1,1758642174,1763997843,0
LTE,310,260,23040,228067333,-1,-73.9917,40.7093,1000,2,1,1758642174,1759192266,0
LTE,310,260,23040,11715592,-1,-73.9931,40.7118,1000,2,1,1758642204,1759192266,0
NR,310,260,5898240,5372854584,-1,-73.9942,40.7139,1000,1,1,1758642237,1758642237,0
LTE,310,260,23040,11717903,-1,-73.9945,40.7143,1000,2,1,1758642244,1759192266,0
LTE,310,260,23040,11646216,-1,-73.9942,40.7139,1000,1,1,1758642237,1758642237,0
NR,310,260,5898240,5584867643,-1,-73.9945,40.7142,1000,1,1,1758642244,1758642244,0
NR,310,260,5898240,5613830169,-1,-73.9945,40.7144,1000,2,1,1758642254,1763997843,0
LTE,310,260,23040,34513670,-1,-73.9945,40.7143,1000,1,1,1758642274,1758642274,0
LTE,310,240,2348,28754564,-1,-73.9945,40.7143,1000,1,1,1758642484,1758642484,0
LTE,310,240,21507,21737473,-1,-73.9945,40.7143,1000,1,1,1758642524,1758642524,0
LTE,310,240,22753,14621193,-1,-73.9945,40.7143,1000,1,1,1758642544,1758642544,0
LTE,310,240,2412,28614789,-1,-73.9945,40.7143,1000,1,1,1758643004,1758643004,0
LTE,310,260,23042,13086209,-1,-73.9701,40.751,4569,3,1,1758643704,1759192266,0
LTE,310,260,23041,32601860,-1,-73.991,40.7353,1000,1,1,1758720415,1758720415,0
LTE,310,260,20480,20688662,-1,-73.9876,40.754,1000,1,1,1758724005,1758724005,0
LTE,310,260,23041,11645192,-1,-73.9868,40.7543,1000,1,1,1758725068,1758725068,0
NR,310,260,5898496,5533032749,-1,-73.985,40.7536,1000,12,1,1758725165,1759192267,0
NR,310,260,5898496,5566431534,-1,-73.983,40.7519,1000,18,1,1758725985,1759192322,0
LTE,310,260,23041,19977479,-1,-73.9833,40.753,1000,1,1,1758726185,1758726185,0
LTE,310,260,23041,19977480,-1,-73.9828,40.7537,1000,3,1,1758726205,1761301443,0
LTE,310,260,23041,15289603,-1,-73.982,40.7542,1000,3,1,1758726385,1759192267,0
NR,310,260,5898496,5431456047,-1,-73.9802,40.7546,1325,7,1,1758726495,1761186847,0
LTE,310,260,23041,11240201,-1,-73.9803,40.754,1377,10,1,1758726555,1770084725,0
LTE,310,260,23041,12587265,-1,-73.983,40.752,1000,9,1,1758726625,1761301442,0
LTE,310,260,23041,12587271,-1,-73.9822,40.7518,1000,8,1,1758726875,1769188322,0
NR,310,260,5898496,5509967873,-1,-73.9819,40.7515,1000,1,1,1758729155,1758729155,0
LTE,310,260,23041,225654276,-1,-73.9818,40.7517,1000,2,1,1758729635,1759192322,0
NR,310,260,5898496,5509967875,-1,-73.9819,40.7515,1000,1,1,1758729965,1758729965,0
LTE,310,260,23041,32648972,-1,-73.9822,40.7514,1000,3,1,1758730385,1761301443,0
NR,310,260,5898496,5410062338,-1,-73.9818,40.7518,1000,1,1,1758730535,1758730535,0
LTE,310,260,23041,56185366,-1,-73.983,40.7513,1000,4,1,1758730565,1761301443,0
LTE,310,260,23041,12587273,-1,-73.9826,40.7517,1000,4,1,1758731826,1759192322,0
NR,310,260,5898496,5566427437,-1,-73.9829,40.7519,1000,1,1,1758731906,1758731906,0
NR,310,260,5898496,5456204077,-1,-73.9828,40.7515,1000,3,1,1758731956,1761186847,0
LTE,310,260,23041,32648963,-1,-73.9829,40.7519,1000,1,1,1758731975,1758731975,0
LTE,310,260,23041,32648973,-1,-73.9829,40.7519,1000,1,1,1758732016,1758732016,0
NR,310,260,5898496,5601320981,-1,-73.9829,40.7519,1000,1,1,1758732016,1758732016,0
NR,310,260,5898496,5380116791,-1,-73.9852,40.753,1000,8,1,1758732096,1766151401,0
NR,310,260,5898240,5510025527,-1,-74.0051,40.7024,1000,19,1,1759250118,1762452370,0
NR,310,260,5898240,5538611505,-1,-74.0192,40.7021,1000,2,1,1759420262,1772463122,0
LTE,310,260,23040,14610946,-1,-73.9884,40.7244,5092,3,1,1759767169,1770084726,0
LTE,310,260,23040,14610947,-1,-73.9882,40.7207,5608,15,1,1759767229,1773283941,0
LTE,310,260,23040,14610945,-1,-73.9925,40.712,4726,18,1,1759767359,1773283941,0
LTE,310,260,23040,14610953,-1,-73.9925,40.7003,5205,15,1,1759767459,1771913881,0
LTE,310,260,23041,122174728,-1,-73.9911,40.7353,1000,2,1,1759929488,1761186856,0
LTE,310,260,23041,11238657,-1,-73.9872,40.7542,1000,1,1,1759929758,1759929758,0
LTE,310,260,23041,34451206,-1,-73.9891,40.7448,1069,2,1,1759933599,1761186856,0
LTE,310,260,23041,55466244,-1,-73.9872,40.7543,1000,1,1,1759933669,1759933669,0
LTE,310,260,23040,88170775,-1,-73.9911,40.7353,1000,1,1,1759938469,1759938469,0
LTE,310,260,23040,14610691,-1,-73.9911,40.7353,1000,1,1,1759938549,1759938549,0
LTE,310,260,23040,14610697,-1,-73.9911,40.7353,1000,1,1,1759938569,1759938569,0
LTE,310,260,21507,21737298,-1,-73.9911,40.7353,1000,1,1,1759938619,1759938619,0
LTE,310,260,23040,14622984,-1,-73.9911,40.7353,1000,1,1,1759938650,1759938650,0
LTE,310,260,23040,14622978,-1,-73.9911,40.7353,1000,1,1,1759938669,1759938669,0
LTE,310,260,23040,14622979,-1,-73.9911,40.7353,1000,1,1,1759938849,1759938849,0
LTE,310,260,23040,14622985,-1,-73.9911,40.7353,1000,1,1,1759939019,1759939019,0
LTE,310,260,23040,14622209,-1,-73.9907,40.7068,3163,3,1,1759939079,1771913881,0
LTE,310,260,23040,14622215,-1,-73.9911,40.7139,2370,2,1,1759939089,1761186843,0
LTE,310,260,23040,228612102,-1,-73.9911,40.7353,1000,1,1,1759939139,1759939139,0
LTE,310,260,23040,14626568,-1,-73.9911,40.7353,1000,1,1,1759939220,1759939220,0
LTE,310,260,23041,14103297,-1,-73.9911,40.7353,1000,1,1,1759939159,1759939159,0
LTE,310,260,23040,14626562,-1,-73.9911,40.7353,1000,1,1,1759939230,1759939230,0
LTE,310,260,21506,21738757,-1,-73.9911,40.7353,1000,1,1,1759939220,1759939220,0
LTE,310,260,23040,32746502,-1,-74.006,40.7111,2964,6,1,1759939389,1762452370,0
NR,310,260,5898240,4493377842,-1,-74.0063,40.7103,3056,7,1,1759939389,1762452370,0
LTE,310,260,23040,11589377,-1,-74.0093,40.7063,1000,2,1,1759939479,1762452370,0
LTE,310,260,23040,32746501,-1,-74.0081,40.7056,1000,5,1,1759939629,1762452370,0
NR,310,260,5898240,4493377839,-1,-74.0075,40.7055,1000,4,1,1759939759,1762452370,0
LTE,310,260,23040,32746243,-1,-74.0072,40.7055,1000,2,1,1759939770,1762452370,0
LTE,310,260,23040,32604417,-1,-74.0071,40.7051,1000,1,1,1759939849,1759939849,0
NR,310,260,5898240,4493373741,-1,-74.0071,40.7052,1000,3,1,1759939849,1762452370,0
LTE,310,260,23040,32746500,-1,-74.0067,40.7045,1000,3,1,1759939859,1762452370,0
NR,310,260,5898240,5502779393,-1,-74.0058,40.7029,1000,1,1,1759940119,1759940119,0
NR,310,260,5827584,5456015663,-1,-74.0056,40.7031,1000,2,1,1759940229,1762452370,0
LTE,310,260,23040,12654342,-1,-74.0043,40.7014,1000,3,1,1759940349,1759990026,0
NR,310,260,5898240,5414433070,-1,-73.9961,40.7046,1317,10,1,1759940389,1772468822,0
LTE,310,260,23040,14610951,0,-73.9911,40.7352,1000,2,1,1760232676,1762452370,0
LTE,310,260,23041,11604226,-1,-73.9927,40.7011,7443,4,1,1760007104,1765829531,0
LTE,310,260,23041,14744067,-1,-73.9756,40.7446,7490,5,1,1760044916,1771913883,0
NR,310,260,5898496,4541009941,-1,-73.9744,40.7524,8361,9,1,1760044916,1771913906,0
LTE,310,260,23040,14610952,0,-73.9914,40.7351,1000,1,1,1760377437,1760377437,0
LTE,310,260,23040,14626561,-1,-73.9951,40.7041,3474,5,1,1760455573,1771913881,0
LTE,310,260,23040,14622210,-1,-73.9908,40.7033,3553,4,1,1760455833,1771913881,0
LTE,310,260,23040,14628353,-1,-73.9909,40.7068,3160,3,1,1760455983,1764627063,0
LTE,310,260,23042,11685893,-1,-73.9708,40.7474,7899,8,1,1760456863,1774323603,0
LTE,310,260,23042,32367106,-1,-73.9708,40.7486,8021,13,1,1760456893,1774323603,0
NR,310,260,5898240,5371535361,-1,-73.9909,40.7376,1000,1,1,1760530047,1760530047,0
LTE,310,260,23041,13807179,-1,-73.9827,40.7515,1000,2,1,1760624215,1761301442,0
LTE,310,260,23041,12751105,-1,-73.9831,40.7507,1000,5,1,1760624235,1761301442,0
NR,310,260,5898496,4545999149,-1,-73.9831,40.7503,1000,2,1,1760624305,1761186847,0
LTE,310,260,23041,12751115,-1,-73.9832,40.7503,1000,1,1,1760624405,1760624405,0
LTE,310,260,23041,15276801,-1,-73.9844,40.7509,1000,8,1,1760624425,1761436023,0
NR,310,260,5898496,5533036845,-1,-73.9832,40.7503,1000,1,1,1760624425,1760624425,0
NR,310,260,5898496,5380116792,-1,-73.9849,40.7513,1000,2,1,1760624495,1761186847,0
NR,310,260,5898496,5456204088,-1,-73.9832,40.7503,1000,1,1,1760624525,1760624525,0
LTE,310,260,23041,11717378,-1,-73.9858,40.7514,1000,4,1,1760624605,1766151401,0
LTE,310,260,23041,11717379,-1,-73.9869,40.7519,1000,2,1,1760624685,1761186847,0
NR,310,260,5898496,5499302200,-1,-73.9871,40.7517,1000,12,1,1760624685,1766151401,0
LTE,310,260,23041,228766212,-1,-73.9871,40.752,1000,2,1,1760624785,1761186847,0
LTE,310,260,23041,11238664,-1,-73.9865,40.7518,1000,2,1,1760624845,1761301443,0
LTE,310,260,23041,32800270,-1,-73.9874,40.7516,1000,2,1,1760624915,1761186847,0
LTE,310,260,23041,10536193,-1,-73.9872,40.7515,1000,3,1,1760624935,1761186847,0
LTE,310,260,23041,10536201,-1,-73.9873,40.751,1000,10,1,1760624955,1761186848,0
NR,310,260,5898496,5457064247,-1,-73.9875,40.7504,1000,3,1,1760625025,1766151401,0
LTE,310,260,23041,11682307,-1,-73.9882,40.7507,1000,1,1,1760625145,1760625145,0
LTE,310,260,23041,11682311,-1,-73.9877,40.7505,1000,2,1,1760625165,1761186847,0
LTE,310,260,23041,11682305,-1,-73.9866,40.7502,1000,14,1,1760625195,1761186848,0
NR,310,260,5898496,5457064250,-1,-73.9876,40.7504,1000,7,1,1760625265,1766151401,0
LTE,310,260,23041,11682313,-1,-73.9878,40.7504,1000,5,1,1760625285,1761186847,0
NR,310,260,5898496,5414412601,-1,-73.9877,40.7499,500,25,1,1760625295,1766151401,0
LTE,310,260,23041,32787726,-1,-73.9876,40.7499,1000,9,1,1760625305,1761186847,0
LTE,310,260,23041,32787716,-1,-73.9877,40.7499,1000,13,1,1760625355,1761186847,0
LTE,310,260,23041,11682306,-1,-73.9878,40.7502,1000,6,1,1760625485,1761186847,0
NR,310,260,5898496,5414412591,-1,-73.9874,40.7502,1000,1,1,1760625675,1760625675,0
LTE,310,260,23041,11706883,-1,-73.9873,40.7499,1000,4,1,1760625795,1761186847,0
LTE,310,260,23041,13837058,-1,-73.9886,40.7499,1000,3,1,1760625885,1761354003,0
LTE,310,260,23041,11706889,-1,-73.9877,40.7497,1000,4,1,1760626095,1761186847,0
NR,310,260,5898496,5566751031,-1,-73.9881,40.7491,1000,7,1,1760626235,1766151401,0
LTE,310,260,23041,11718152,-1,-73.9889,40.7499,1000,2,1,1760626545,1761354003,0
LTE,310,260,23041,32597509,-1,-73.9872,40.7497,1000,1,1,1760627605,1760627605,0
NR,310,260,5898496,5432746297,-1,-73.9867,40.7503,1000,4,1,1760628635,1761186848,0
NR,310,260,5898496,5438845240,-1,-73.9862,40.75,1000,5,1,1760628665,1761186848,0
LTE,310,260,23041,11682312,-1,-73.9863,40.7505,1000,1,1,1760628685,1760628685,0
LTE,310,260,23041,10539010,-1,-73.986,40.7502,1000,1,1,1760628736,1760628736,0
NR,310,260,5898496,5438845230,-1,-73.986,40.7499,1000,2,1,1760628776,1761186848,0
NR,310,260,5898496,5583872021,-1,-73.987,40.7504,1000,1,1,1760629415,1760629415,0
LTE,310,260,23040,11708937,-1,-73.9949,40.7251,1000,3,1,1760773096,1761186848,0
NR,310,260,5898240,5521121583,-1,-73.9953,40.725,1000,1,1,1760773106,1760773106,0
NR,310,260,5898240,5601308695,-1,-73.9949,40.7252,1000,1,1,1760773366,1760773366,0
LTE,310,260,23040,14627080,-1,-73.9949,40.7252,1000,1,1,1760773406,1760773406,0
NR,310,260,5898496,5520056622,-1,-73.9894,40.7365,1000,1,1,1760775206,1760775206,0
NR,310,260,5898240,5520081207,-1,-73.9903,40.7351,1000,2,1,1760775386,1771913829,0
LTE,310,260,23040,228952838,-1,-73.9884,40.7342,1000,1,1,1760776317,1760776317,0
NR,310,260,5898240,5587812374,-1,-73.9884,40.7342,1000,1,1,1760776467,1760776467,0
LTE,310,260,23040,225415941,-1,-73.9884,40.7342,1000,1,1,1760777197,1760777197,0
NR,310,260,5898240,11680847,-1,-73.9884,40.7342,1000,1,1,1760778367,1760778367,0
NR,310,260,5898240,5587812379,-1,-73.9884,40.7342,1000,1,1,1760778687,1760778687,0
LTE,310,260,23040,12034565,-1,-73.9911,40.7358,1000,1,1,1761133926,1761133926,0
LTE,310,260,23040,32607236,-1,-73.9924,40.7345,1000,6,1,1761137186,1761186855,0
LTE,310,260,23040,55313421,-1,-73.9927,40.7343,1000,2,1,1761137236,1761186855,0
LTE,310,260,23040,11646539,-1,-73.9924,40.7347,1000,1,1,1761137216,1761137216,0
LTE,310,260,23040,55313411,-1,-73.9924,40.7344,1000,4,1,1761137276,1761186855,0
LTE,310,260,23040,32606979,-1,-73.9928,40.7341,1000,1,1,1761137606,1761137606,0
LTE,310,260,23040,11646479,-1,-73.9923,40.7346,1000,1,1,1761137747,1761137747,0
LTE,310,260,2410,30159181,-1,-73.9911,40.7353,1000,1,1,1761139536,1761139536,0
LTE,310,260,23041,32800262,-1,-73.9911,40.7353,1000,1,1,1761139707,1761139707,0
