radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,260,22753,14322946,-1,-73.972,40.7354,10084,24,1,1673364618,1763997854,0
LTE,310,260,22753,227605765,-1,-73.9732,40.7468,7788,27,1,1673364805,1754182322,0
LTE,310,260,22755,14636551,-1,-73.979,40.7081,9072,21,1,1673446326,1774323610,0
LTE,310,260,22755,14630153,-1,-73.9843,40.7231,8694,23,1,1673446646,1774323602,0
LTE,310,260,2411,29277829,-1,-73.9783,40.7088,7365,12,1,1673446786,1765829581,0
LTE,310,260,22753,14103045,-1,-73.9769,40.7218,8540,22,1,1673446806,1754182325,0
LTE,310,260,2434,29277572,-1,-73.9835,40.7064,6833,26,1,1673446946,1760329442,0
LTE,310,260,22753,32606977,-1,-73.9885,40.7295,9016,18,1,1673447435,1747521369,0
LTE,310,260,22766,11681287,-1,-73.9874,40.7313,9205,45,1,1673447587,1739398749,0
LTE,310,260,22766,11681281,-1,-73.987,40.7287,8918,18,1,1673447597,1752168961,0
LTE,310,260,22766,11681289,-1,-73.9876,40.7276,8796,14,1,1673447737,1747521369,0
LTE,310,260,22753,13262601,-1,-73.9901,40.721,8003,19,1,1673450133,1733025423,0
LTE,310,260,2399,29381252,-1,-73.9855,40.7297,4358,8,1,1673451743,1755322150,0
LTE,310,260,22767,11603202,-1,-73.9857,40.7307,5844,22,1,1673451763,1754182323,0
LTE,310,260,22767,11603212,-1,-73.9822,40.7271,7235,17,1,1673451793,1754181301,0
LTE,310,260,2409,29229583,-1,-73.9926,40.7168,4244,3,1,1673451803,1754182323,0
LTE,310,260,22767,55466245,-1,-73.9857,40.7419,3705,11,1,1673451814,1751330414,0
LTE,310,260,22767,55466244,-1,-73.9852,40.7352,7260,9,1,1673451833,1751330414,0
LTE,310,260,22767,33314563,-1,-73.9897,40.7392,1000,3,1,1673451873,1739992802,0
LTE,310,260,22767,122174728,-1,-73.9799,40.7388,5377,6,1,1673451893,1751330408,0
LTE,310,260,22767,224924676,-1,-73.9886,40.7268,5393,11,1,1673451973,1742035577,0
LTE,310,260,20481,20711681,-1,-73.9914,40.7248,5130,11,1,1673452144,1755322150,0
LTE,310,260,22768,11649281,-1,-73.9793,40.7213,8693,13,1,1673452313,1753504261,0
LTE,310,260,22768,11649291,-1,-73.9768,40.7266,9282,11,1,1673452353,1754181901,0
LTE,310,260,22768,227484420,-1,-73.9738,40.7494,6488,9,1,1673463635,1730541682,0
LTE,310,260,22753,14744067,-1,-73.9703,40.7541,8667,11,1,1673463855,1754530506,0
LTE,310,260,22753,14744321,-1,-73.982,40.7279,5584,5,1,1673463876,1736150887,0
LTE,310,260,22753,14744323,-1,-73.9804,40.72,7804,5,1,1673463905,1733451903,0
LTE,310,260,22753,14744333,-1,-73.9754,40.7316,6754,6,1,1673464095,1733451907,0
LTE,310,260,22753,14744343,-1,-73.9754,40.7316,6754,6,1,1673464155,1733451907,0
LTE,310,260,22753,14744844,-1,-73.9733,40.7356,6629,11,1,1673464405,1754530509,0
LTE,310,260,22766,12034563,-1,-73.991,40.7368,1000,9,1,1673612731,1751330408,0
LTE,310,260,22753,15134210,0,-73.9969,40.7538,1000,7,1,1673919515,1750005015,0
LTE,310,260,22767,34451206,-1,-73.9791,40.7316,6899,18,1,1674760603,1750005067,0
LTE,310,260,22766,11704322,-1,-73.9907,40.7242,5087,8,1,1674760833,1747521369,0
LTE,310,260,22753,14610691,-1,-73.986,40.7182,6115,18,1,1674760873,1751330470,0
LTE,310,260,22753,14610697,-1,-73.9858,40.722,5095,10,1,1674760903,1759192266,0
LTE,310,260,2411,28853381,-1,-73.9826,40.7455,2567,3,1,1674761053,1759990026,0
LTE,310,260,22766,225595145,-1,-73.9868,40.7285,4408,8,1,1674761103,1751330414,0
LTE,310,260,22766,11646216,-1,-73.9898,40.7142,5982,19,1,1674761133,1751330470,0
LTE,310,260,22766,11715591,-1,-73.9921,40.7099,3980,13,1,1674761178,1736150882,0
LTE,310,260,22766,228924165,-1,-73.9934,40.7118,1000,4,1,1674761193,1751330414,0
LTE,310,260,22766,11715586,-1,-73.9927,40.7109,1000,8,1,1674761233,1751330413,0
LTE,310,260,22766,11715592,-1,-73.9891,40.7146,5911,13,1,1674761283,1747968605,0
LTE,310,260,22766,12446212,-1,-73.9933,40.7067,1000,9,1,1674761473,1729402817,0
LTE,310,260,22764,10778121,-1,-73.9886,40.7029,1620,23,1,1674761513,1773283933,0
LTE,310,260,22764,10778120,-1,-73.9865,40.7007,2858,25,1,1674761553,1773283933,0
LTE,310,260,21508,21752332,-1,-73.9809,40.7095,6287,5,1,1674761613,1739398747,0
LTE,310,260,2341,28613764,-1,-74.0094,40.7288,5696,3,1,1674825862,1742035563,0
LTE,310,260,22768,11603971,-1,-73.975,40.7411,7310,15,1,1674825952,1746277686,0
LTE,310,260,22764,12439810,-1,-73.9769,40.7166,8170,10,1,1674826262,1773283925,0
LTE,310,260,22771,12440579,-1,-73.9772,40.7116,8695,20,1,1674826712,1773283925,0
LTE,310,260,22771,12440580,-1,-73.9744,40.7092,8933,21,1,1674826722,1773283925,0
LTE,310,260,22771,12675843,-1,-73.972,40.7114,9415,16,1,1674826902,1773283925,0
LTE,310,260,22771,11673863,-1,-73.9935,40.713,7645,8,1,1674826972,1727911868,0
LTE,310,260,22771,12675841,-1,-73.9811,40.7152,8354,14,1,1674826992,1763997857,0
LTE,310,260,22771,12637443,-1,-73.9782,40.7182,7991,17,1,1674827092,1763997857,0
LTE,310,260,22771,12637453,-1,-73.9879,40.7108,8113,12,1,1674827112,1763997857,0
LTE,310,260,22771,12637442,-1,-73.9925,40.708,8167,12,1,1674827432,1748688856,0
LTE,310,260,22753,14103046,-1,-73.9778,40.7209,8445,25,1,1675082739,1754182325,0
LTE,310,260,22753,15256322,-1,-73.9804,40.7185,8383,21,1,1675083339,1754182325,0
LTE,310,260,22767,12333835,-1,-73.9768,40.7215,8780,22,1,1675083479,1748688856,0
LTE,310,260,2409,28616069,-1,-73.9704,40.7164,8011,7,1,1675083479,1735542005,0
LTE,310,260,22753,15256331,-1,-73.9747,40.7285,9558,25,1,1675083509,1754182323,0
LTE,310,260,22767,12333837,-1,-73.9735,40.7176,8358,18,1,1675083519,1754182325,0
LTE,310,260,2410,28616324,-1,-73.9793,40.7089,8535,19,1,1675083579,1774323603,0
LTE,310,260,2450,28615813,-1,-73.9842,40.7032,7012,16,1,1675083619,1737478203,0
LTE,310,260,22767,11603970,-1,-73.9755,40.7246,8860,25,1,1675083729,1754182325,0
LTE,310,260,22753,14622466,-1,-73.9922,40.7012,4777,7,1,1675157990,1754530509,0
LTE,310,260,22753,14622471,-1,-73.9986,40.7068,1604,2,1,1675158070,1749938254,0
LTE,310,260,22753,14622465,-1,-73.992,40.7018,4710,5,1,1675158080,1754530509,0
LTE,310,260,22753,14626819,-1,-73.9868,40.7018,4765,4,1,1675158110,1750005003,0
LTE,310,260,22753,14626825,-1,-73.9981,40.7153,3920,3,1,1675158110,1754530509,0
LTE,310,260,22753,14610690,-1,-74.0068,40.7324,5396,5,1,1675158140,1754530509,0
LTE,310,260,22753,14610689,-1,-73.9973,40.7084,3965,4,1,1675158180,1754530509,0
LTE,310,260,22766,12118785,-1,-74.0042,40.7273,5982,8,1,1675158220,1754530509,0
LTE,310,260,22767,11602947,-1,-73.9967,40.7284,3883,4,1,1675158300,1754530509,0
LTE,310,260,22767,11602946,-1,-74.0034,40.7299,5789,6,1,1675158321,1754530509,0
LTE,310,260,22767,11602945,-1,-73.9969,40.7231,3310,3,1,1675158350,1754530509,0
LTE,310,260,22753,14572546,-1,-74.0129,40.741,5589,8,1,1675158380,1754530509,0
LTE,310,260,22753,14647322,-1,-74.0159,40.7325,4810,2,1,1675158820,1729216880,0
LTE,310,260,22766,12032514,-1,-73.9727,40.7135,1290,33,1,1675044662,1747592103,0
LTE,310,260,22766,12032513,-1,-73.9728,40.7233,4921,16,1,1675044674,1747578782,0
LTE,310,260,22766,12446210,-1,-74.0002,40.7034,1000,22,1,1675296787,1747603142,0
LTE,310,260,22766,55516420,-1,-73.9934,40.718,4858,8,1,1675305530,1743530942,0
LTE,310,260,22767,37492229,-1,-73.9932,40.7129,7164,8,1,1675305560,1732360358,0
LTE,310,260,22766,12034564,-1,-73.9901,40.7364,1000,8,1,1675306466,1739398749,0
LTE,310,260,2411,28853380,-1,-73.9819,40.7013,3858,3,1,1675352526,1759990026,0
LTE,310,260,22767,34451204,-1,-73.9843,40.722,5804,13,1,1675352858,1751330408,0
LTE,310,260,20481,20710688,-1,-73.9799,40.7304,4364,3,1,1675353125,1756614063,0
LTE,310,260,21508,21702657,-1,-73.9843,40.7171,7500,17,1,1676387958,1774323604,0
LTE,310,260,22755,14632961,-1,-73.9719,40.71,5677,9,1,1676388228,1770084726,0
LTE,310,260,21508,21702401,-1,-73.9786,40.7052,6261,7,1,1676388288,1750005067,0
LTE,310,260,22755,14632962,-1,-73.9793,40.7043,5467,7,1,1676388318,1770084726,0
LTE,310,260,22755,14638083,-1,-73.9839,40.7006,6842,12,1,1676388518,1770084726,0
LTE,310,260,22755,14638089,-1,-73.9846,40.7021,5592,6,1,1676388518,1770084726,0
LTE,310,260,22755,14638082,-1,-73.9839,40.7006,6842,12,1,1676388578,1770084726,0
LTE,310,260,22755,14638087,-1,-73.982,40.7006,5679,8,1,1676388668,1770084726,0
LTE,310,260,22755,14600449,-1,-73.9757,40.7117,5510,12,1,1676388778,1770084726,0
LTE,310,260,22753,14621185,-1,-73.9805,40.7308,3538,11,1,1676394960,1758391868,0
LTE,310,260,22753,14610946,-1,-73.9861,40.7327,6013,21,1,1676395030,1758297901,0
LTE,310,260,22753,14610952,-1,-73.9792,40.738,3169,5,1,1676395030,1752168781,0
LTE,310,260,2399,28271376,-1,-73.9891,40.7322,3932,9,1,1676395311,1746277688,0
LTE,310,260,22767,11603211,-1,-73.9811,40.7293,7010,19,1,1676395361,1754182323,0
LTE,310,260,20484,20715522,-1,-73.9725,40.7474,4118,6,1,1676395900,1759192266,0
LTE,310,260,20481,20712450,-1,-73.9785,40.728,8692,18,1,1676412666,1757647202,0
LTE,310,260,2409,28526865,-1,-73.9822,40.7257,5329,7,1,1676412866,1774323603,0
LTE,310,260,22753,14626823,-1,-73.9818,40.7233,8182,25,1,1676413086,1759192325,0
LTE,310,260,2434,29277564,-1,-73.9834,40.7183,4532,2,1,1676413266,1742035577,0
LTE,310,260,22753,78756108,-1,-73.988,40.7355,8052,26,1,1676462668,1742035578,0
LTE,310,260,22753,78756098,-1,-73.9896,40.7336,4668,14,1,1676462738,1742035577,0
LTE,310,260,22767,11239692,-1,-73.9897,40.7366,1000,17,1,1676462929,1742035577,0
LTE,310,260,22753,12439297,-1,-73.987,40.709,6556,17,1,1676463473,1752192482,0
LTE,310,260,20485,20712706,-1,-73.993,40.7017,3749,8,1,1676463584,1771913881,0
LTE,310,260,22753,12439045,-1,-73.9805,40.7073,8708,15,1,1676463663,1733451903,0
LTE,310,260,22767,11235849,-1,-73.9758,40.7448,1000,12,1,1676468307,1744950202,0
LTE,310,260,22767,10543873,-1,-73.9773,40.7458,1000,10,1,1676468318,1744950202,0
LTE,310,260,22767,11499267,-1,-73.9794,40.7459,1000,5,1,1676468499,1744950202,0
LTE,310,260,22753,15256588,-1,-73.9832,40.7102,7521,26,1,1676825662,1754589361,0
LTE,310,260,22753,14322951,-1,-73.9755,40.7111,7626,14,1,1676826202,1752167341,0
LTE,310,260,2348,28854917,-1,-73.9775,40.7275,8635,24,1,1676986128,1765829531,0
LTE,310,260,22768,11603979,-1,-73.9744,40.7122,7996,17,1,1676986668,1754182325,0
LTE,310,260,2341,28754053,-1,-73.9784,40.7303,5984,5,1,1677014008,1753504258,0
LTE,310,260,22771,34180868,-1,-73.9813,40.7218,4942,4,1,1677168144,1762748881,0
LTE,310,260,20995,21222403,-1,-73.9743,40.7247,8317,5,1,1677168191,1755322154,0
LTE,310,260,22753,88255490,0,-73.9858,40.7461,1000,2,1,1677279014,1747687382,0
LTE,310,260,22767,11722575,0,-73.9856,40.7469,1000,3,1,1677279271,1734412445,0
LTE,310,260,22764,34479884,-1,-73.9888,40.7011,563,25,1,1677259741,1734676986,0
LTE,310,260,22764,10778118,-1,-73.9871,40.7005,2913,12,1,1677259770,1747603141,0
LTE,310,260,22766,11723265,-1,-73.9886,40.7217,5846,16,1,1677259881,1751330413,0
LTE,310,260,22753,14622728,-1,-73.9914,40.7263,4551,6,1,1677260071,1751330470,0
LTE,310,260,22766,79403030,-1,-73.9767,40.7269,5523,5,1,1677260161,1750005069,0
LTE,310,260,22753,14621193,-1,-73.9838,40.722,5648,8,1,1677260181,1750005069,0
LTE,310,260,22767,11239682,-1,-73.9907,40.7323,2025,5,1,1677260311,1733025422,0
LTE,310,260,2409,28614532,-1,-73.9922,40.7212,4714,7,1,1677260361,1758611050,0
LTE,310,260,22753,88255510,-1,-73.9826,40.7368,6596,20,1,1677260441,1751330414,0
LTE,310,260,2410,28616325,-1,-73.9883,40.7309,5831,14,1,1677260521,1742035577,0
LTE,310,260,22767,32521739,-1,-73.99,40.7319,5979,9,1,1677274376,1747354203,0
LTE,310,260,22753,15256598,-1,-73.974,40.7506,8251,22,1,1677274395,1755322148,0
LTE,310,260,22767,11237633,-1,-73.9879,40.7402,6857,18,1,1677274435,1747687382,0
LTE,310,260,2333,28617909,-1,-73.9758,40.7481,7959,5,1,1677274465,1765829531,0
LTE,310,260,22767,32374274,0,-73.9864,40.746,1000,11,1,1677335335,1747687382,0
LTE,310,260,22767,10536456,0,-73.9857,40.7468,1000,8,1,1677335353,1734412445,0
LTE,310,260,21507,21735456,-1,-73.9869,40.7039,6974,13,1,1677365455,1756098425,0
LTE,310,260,21507,21738242,-1,-73.9744,40.7404,5492,4,1,1677661190,1739398747,0
LTE,310,260,22766,33912068,0,-73.9928,40.7358,1000,3,1,1677781384,1730541677,0
LTE,310,260,22766,11236356,0,-73.9916,40.7353,1000,4,1,1677782195,1732360352,0
LTE,310,260,22766,10533890,0,-74.0035,40.7207,1000,6,1,1677801627,1747499463,0
LTE,310,260,21505,21735180,-1,-73.9858,40.7039,9679,12,1,1677758634,1765829581,0
LTE,310,260,20484,20715542,-1,-73.9861,40.7076,6567,3,1,1677759314,1755322147,0
LTE,310,260,20485,20714006,-1,-73.9811,40.7219,4948,4,1,1677760004,1753504258,0
LTE,310,260,22771,33991172,-1,-73.9805,40.7115,6867,7,1,1677760134,1760329448,0
LTE,310,260,2333,28617860,-1,-73.9861,40.7024,6398,13,1,1677769794,1735542005,0
LTE,310,260,22766,10537992,-1,-74.0134,40.7035,2494,5,1,1677825418,1729402826,0
LTE,310,260,22766,11684683,-1,-74.0194,40.7036,2775,15,1,1677825448,1727936291,0
LTE,310,260,22766,13967880,-1,-74.0135,40.7107,3273,34,1,1677825468,1736792042,0
LTE,310,260,22766,10566659,-1,-74.0143,40.7186,1000,18,1,1677825508,1736792042,0
LTE,310,260,22766,10566663,-1,-74.0129,40.7267,1687,19,1,1677825538,1747438280,0
LTE,310,260,22766,10566657,-1,-74.0134,40.7288,1465,22,1,1677825558,1747438280,0
LTE,310,260,22766,10578689,-1,-74.005,40.729,1000,12,1,1677825768,1747499463,0
LTE,310,260,22766,12073731,-1,-74.0034,40.7303,1000,12,1,1677825788,1747499463,0
LTE,310,260,22755,34479363,-1,-73.9936,40.7007,606,26,1,1677879456,1773283933,0
LTE,310,260,22753,12654338,-1,-73.9966,40.7006,1000,19,1,1677879497,1747687381,0
LTE,310,260,22767,11681794,-1,-74.0062,40.7545,686,27,1,1678003905,1747438277,0
LTE,310,260,22753,14914050,-1,-74.0053,40.7539,1000,14,1,1678004003,1747438278,0
LTE,310,260,22767,10535169,-1,-74.008,40.7506,1000,16,1,1678004092,1729402826,0
LTE,310,260,22767,10535171,-1,-74.0079,40.7461,1000,7,1,1678004202,1729402826,0
LTE,310,260,22753,229137155,-1,-74.0125,40.7348,1000,15,1,1678004551,1736792042,0
LTE,310,260,22766,10533635,-1,-74.0164,40.7314,1000,20,1,1678004622,1736792043,0
LTE,310,260,22753,15096835,-1,-74.0068,40.7442,1000,11,1,1678117035,1747438278,0
LTE,310,260,22767,10740483,-1,-74.0042,40.7474,1000,15,1,1678117161,1747438278,0
LTE,310,260,22767,10541827,-1,-74.0036,40.7486,1000,10,1,1678117222,1750005015,0
LTE,310,260,22767,10541825,-1,-74.0036,40.7492,1000,11,1,1678117284,1750005015,0
LTE,310,260,22753,32568909,-1,-73.9994,40.755,1000,10,1,1678117494,1747438278,0
LTE,310,260,22767,32790542,-1,-74.0007,40.7532,4196,11,1,1678184290,1748135166,0
LTE,310,260,22753,88255499,-1,-73.9882,40.7491,1000,9,1,1678184440,1743530944,0
LTE,310,260,22753,88255489,-1,-73.988,40.7445,7337,16,1,1678184450,1747687446,0
LTE,310,260,22767,32787469,-1,-73.9884,40.749,1000,7,1,1678184540,1747687446,0
LTE,310,260,22767,11717384,-1,-73.987,40.7509,1000,2,1,1678184650,1747687446,0
LTE,310,260,22767,11682305,-1,-73.9866,40.7505,1000,3,1,1678184680,1747687446,0
LTE,310,260,22767,32799499,-1,-73.9842,40.7494,1000,16,1,1678184730,1747687382,0
LTE,310,260,22767,12587273,-1,-73.9829,40.7513,1000,7,1,1678184950,1747687382,0
LTE,310,260,22767,12587265,-1,-73.982,40.7519,1000,6,1,1678184990,1747687382,0
LTE,310,260,22767,11240201,-1,-73.9813,40.753,1000,18,1,1678185060,1747687382,0
LTE,310,260,22753,12439046,-1,-73.9961,40.754,4558,2,1,1678198226,1752279002,0
LTE,310,260,22753,14321927,-1,-73.9881,40.732,5983,3,1,1678199016,1758266822,0
LTE,310,260,22753,14321928,-1,-73.9977,40.7039,5653,3,1,1678199236,1728486501,0
LTE,310,260,22767,13837059,-1,-73.9928,40.7511,1000,9,1,1678216290,1750005015,0
LTE,310,260,22767,11603458,-1,-73.9897,40.7279,6050,7,1,1678216896,1754530509,0
LTE,310,260,22767,11603715,-1,-73.9805,40.7227,7550,10,1,1678216990,1754530509,0
LTE,310,260,22767,12206338,-1,-73.9848,40.7532,3255,10,1,1678217050,1748135166,0
LTE,310,260,22755,34481409,-1,-73.9858,40.7011,7285,32,1,1678218805,1729402806,0
LTE,310,260,2313,29379708,-1,-73.9877,40.7018,1000,4,1,1678218965,1751330461,0
LTE,310,260,22767,11706114,-1,-73.991,40.7434,7178,6,1,1678295609,1752352802,0
LTE,310,260,22767,11645191,-1,-73.988,40.7547,1000,6,1,1678295859,1748135165,0
LTE,310,260,22766,11680776,-1,-73.9775,40.7291,1447,3,1,1678296869,1747578782,0
LTE,310,260,22766,11679241,-1,-73.99,40.7256,1000,5,1,1678297069,1748688787,0
LTE,310,260,22766,32382978,-1,-73.9924,40.7119,4263,8,1,1678297129,1748688788,0
LTE,310,260,22766,11239938,-1,-73.9913,40.722,1000,11,1,1678297249,1748688788,0
LTE,310,260,22766,11637255,-1,-73.9887,40.7188,1000,17,1,1678297669,1746828722,0
LTE,310,260,22767,10566151,-1,-73.9934,40.752,1000,7,1,1678319121,1746277686,0
LTE,310,260,22767,11636744,-1,-73.9962,40.7537,1000,5,1,1678319401,1750005015,0
LTE,310,260,22767,14584322,-1,-73.9962,40.7535,1000,5,1,1678319470,1750005015,0
LTE,310,260,22753,14497283,-1,-73.9979,40.7515,1000,9,1,1678377909,1747438275,0
LTE,310,260,22753,15263243,-1,-73.9999,40.7482,1000,7,1,1678378019,1747438275,0
LTE,310,260,22767,10543625,-1,-73.9994,40.7428,1018,14,1,1678378190,1747499461,0
LTE,310,260,22767,11237639,-1,-73.9933,40.7421,1000,24,1,1678378491,1747687382,0
LTE,310,260,22767,10543623,-1,-73.999,40.7443,1000,15,1,1678380211,1747438281,0
LTE,310,260,22767,12817161,-1,-73.9982,40.7423,6850,20,1,1678380344,1750005015,0
LTE,310,260,22767,12817153,-1,-73.9965,40.7474,1000,9,1,1678380389,1747438275,0
LTE,310,260,22767,12066306,-1,-73.9925,40.7414,6228,6,1,1678380614,1750005015,0
LTE,310,260,22767,11727881,-1,-73.9932,40.7546,1000,10,1,1678380685,1747692962,0
LTE,310,260,22767,11709263,-1,-73.9779,40.7514,1000,11,1,1678294341,1750005015,0
LTE,310,260,22767,11709203,-1,-73.9785,40.7514,1000,10,1,1678294739,1750005015,0
LTE,310,260,22767,11709193,-1,-73.9785,40.7514,1000,6,1,1678297805,1750005015,0
LTE,310,260,22767,15289345,-1,-73.9791,40.7502,1000,4,1,1678303152,1750005015,0
LTE,310,260,22767,12587271,-1,-73.9819,40.7523,1000,4,1,1678312414,1747687382,0
LTE,310,260,22753,15256578,-1,-73.9868,40.7095,6703,14,1,1678368585,1753504258,0
LTE,310,260,22771,12637452,-1,-73.9739,40.7433,7382,4,1,1678374533,1748688856,0
LTE,310,260,22766,35569158,-1,-74.0008,40.713,3471,2,1,1678430283,1747578726,0
LTE,310,260,22766,10537986,-1,-74.0149,40.7096,1000,13,1,1678430363,1736792042,0
LTE,310,260,22766,11704833,-1,-73.9994,40.7338,1000,20,1,1678431033,1733025378,0
LTE,310,260,22767,11239685,-1,-73.9896,40.728,3949,3,1,1678431273,1742035577,0
LTE,310,260,22766,12822273,0,-73.9709,40.7249,1000,16,1,1678614323,1747578782,0
LTE,310,260,22766,12822274,0,-73.9732,40.7218,1000,11,1,1678614349,1747578782,0
LTE,310,260,22766,11723271,0,-73.9933,40.7123,772,28,1,1678617640,1747578726,0
LTE,310,260,22767,10535170,0,-74.0077,40.748,1000,13,1,1678618344,1729402826,0
LTE,310,260,22753,15134220,-1,-73.997,40.7539,1000,7,1,1678565419,1750005015,0
LTE,310,260,22753,14510338,-1,-73.9723,40.7458,500,26,1,1678614591,1751330404,0
LTE,310,260,21505,21703425,-1,-73.9869,40.7401,3256,6,1,1678892061,1759990026,0
LTE,310,260,20480,20712193,-1,-73.9868,40.7247,5184,10,1,1678892241,1758611050,0
LTE,310,260,22767,38010118,-1,-73.9914,40.7239,5018,7,1,1678892411,1753504261,0
LTE,310,260,22768,11645442,-1,-73.984,40.7536,8401,12,1,1678892461,1748135166,0
LTE,310,260,22753,15256341,-1,-73.984,40.7212,7954,14,1,1678973344,1754182323,0
LTE,310,260,22767,12219394,-1,-73.9799,40.7527,1000,17,1,1678978971,1736150887,0
LTE,310,260,22753,14914049,-1,-74.0038,40.7546,1000,11,1,1678872890,1747438278,0
LTE,310,260,22767,10535175,-1,-74.0079,40.7515,1000,17,1,1678873041,1736792043,0
LTE,310,260,22767,10535177,-1,-74.0079,40.7468,1000,14,1,1678873136,1736792043,0
LTE,310,260,22753,88311299,-1,-74.0095,40.7399,1000,15,1,1678873227,1747438281,0
LTE,310,260,22766,11684617,-1,-74.0182,40.7028,2555,26,1,1678874732,1729402826,0
LTE,310,260,22766,10570505,-1,-74.0146,40.702,1000,3,1,1678875384,1747578726,0
LTE,310,260,22766,11638530,-1,-74.0135,40.7047,1000,15,1,1678897406,1732360333,0
LTE,310,260,22753,13262594,-1,-73.989,40.7347,1000,8,1,1678898587,1732360361,0
LTE,310,260,22766,11680770,-1,-73.9833,40.7316,1000,6,1,1678898888,1751330403,0
LTE,310,260,22766,11681544,-1,-73.9831,40.7306,1000,7,1,1678899085,1744950201,0
LTE,310,260,22766,10799617,-1,-73.9817,40.7287,1000,12,1,1678899234,1748688787,0
LTE,310,260,22766,11704579,-1,-73.9803,40.7276,1000,7,1,1678899331,1748688788,0
LTE,310,260,22766,10543362,-1,-73.9855,40.7298,1000,7,1,1678899861,1748688787,0
LTE,310,260,22753,88311307,-1,-74.0038,40.741,1242,11,1,1678913648,1747438281,0
LTE,310,260,22753,88311297,-1,-74.0041,40.7409,1266,11,1,1678913979,1747438281,0
LTE,310,260,22753,15096845,-1,-74.0063,40.7449,1000,7,1,1678914308,1747438278,0
LTE,310,260,22767,10541833,-1,-74.0035,40.7488,1000,7,1,1678914516,1750005015,0
LTE,310,260,22753,32819202,-1,-73.9831,40.7503,8041,9,1,1679079207,1744404192,0
LTE,310,260,22766,10570499,-1,-74.0135,40.702,1000,3,1,1679140433,1747578726,0
LTE,310,260,22767,12073987,-1,-73.9814,40.7489,1000,5,1,1679220489,1750005015,0
LTE,310,260,22767,11717377,-1,-73.9877,40.7406,6912,6,1,1679222951,1742035577,0
LTE,310,260,22767,11238657,-1,-73.9873,40.7528,1000,4,1,1679223067,1747354202,0
LTE,310,260,22767,32800262,-1,-73.9872,40.7536,1000,7,1,1679225247,1747354202,0
LTE,310,260,22767,32819460,-1,-73.9876,40.7515,1829,20,1,1679225276,1751330408,0
LTE,310,260,22767,32819470,-1,-73.9873,40.7521,1748,17,1,1679225303,1751330408,0
LTE,310,260,22767,32819461,-1,-73.9867,40.7549,1000,9,1,1679225385,1747354202,0
LTE,310,410,2333,28249494,-1,-73.9919,40.7442,1000,8,1,1679369619,1747354203,0
LTE,310,410,2349,30154829,-1,-74.0017,40.7398,1000,8,1,1679370360,1747499461,0
LTE,310,410,2333,28502296,-1,-74.0015,40.7415,1000,7,1,1679370410,1747499461,0
LTE,310,410,2349,30155443,-1,-74.0081,40.7428,1000,5,1,1679370560,1736047802,0
LTE,310,260,22766,10566919,-1,-73.9901,40.7161,7471,14,1,1679490237,1747521369,0
LTE,310,260,22753,13262595,-1,-73.9897,40.7206,8446,9,1,1679494649,1734412502,0
LTE,310,260,22767,10567943,-1,-73.9981,40.7531,4330,12,1,1679575597,1746277686,0
LTE,310,260,22767,32336641,-1,-73.9918,40.7541,1000,5,1,1679577769,1747692962,0
LTE,310,260,22755,14630146,-1,-73.989,40.7043,6978,22,1,1679589009,1755322151,0
LTE,310,260,22755,14630152,-1,-73.9873,40.7176,5490,7,1,1679589059,1755322151,0
LTE,310,260,22753,14103298,-1,-73.988,40.7231,5088,19,1,1679589180,1752344162,0
LTE,310,260,2332,29278084,-1,-73.9879,40.7089,6260,6,1,1679589329,1771913881,0
LTE,310,260,22753,14744322,-1,-73.979,40.7277,6992,4,1,1679590100,1754530506,0
LTE,310,260,22766,10538505,-1,-73.9954,40.7,1000,15,1,1679808740,1747603143,0
LTE,310,260,22753,12439307,-1,-73.9897,40.7183,4481,13,1,1680087949,1754182322,0
LTE,310,260,22767,14281992,-1,-73.989,40.7367,500,34,1,1680095131,1733025422,0
LTE,310,260,22753,32601104,-1,-73.9896,40.736,1000,11,1,1680095241,1739398748,0
LTE,310,260,22766,10566926,-1,-73.99,40.7329,1000,22,1,1680267741,1747521369,0
LTE,310,260,22766,10566986,-1,-73.9898,40.7332,1000,9,1,1680267751,1747521369,0
LTE,310,260,22768,228083204,-1,-73.9879,40.7475,2549,3,1,1680270937,1744264682,0
LTE,310,410,2409,29229590,-1,-73.9897,40.7422,1000,16,1,1680490518,1747687382,0
LTE,310,260,2341,28754044,-1,-73.9753,40.7394,5366,3,1,1680614289,1754182322,0
LTE,310,260,22767,11645192,-1,-73.9857,40.7548,1969,16,1,1680636762,1748135165,0
LTE,310,260,22753,14653705,-1,-73.9709,40.7503,4471,3,1,1680884201,1759192266,0
LTE,310,260,20995,21222401,-1,-73.9843,40.7069,6618,5,1,1680889237,1771913830,0
LTE,310,260,22771,33669636,-1,-73.9803,40.7073,6512,10,1,1680889375,1763997857,0
LTE,310,260,22764,10509062,-1,-73.9926,40.7054,1000,20,1,1680903373,1759192266,0
LTE,310,260,22764,10660621,-1,-73.9948,40.7008,1000,5,1,1680903412,1747603142,0
LTE,310,260,21507,21737729,-1,-73.9801,40.7388,3127,2,1,1681226172,1751330413,0
LTE,310,260,2348,28754564,-1,-73.9722,40.7476,4614,3,1,1681226182,1750005069,0
LTE,310,260,22764,35505795,-1,-73.9845,40.7127,6006,4,1,1681226542,1732360338,0
