Facility ID,Facility Name,Description,Short Description,Attribute Type,Attribute Value,Measure Value,Sub Type,County,Regional Office,Effective Date
103,UPMC Chautauqua at WCA,Hospital,HOSP,Bed,Medical / Surgical,193,Permanent,Chautauqua,Western Regional Office - Buffalo,04/26/2018
103,UPMC Chautauqua at WCA,Hospital,HOSP,Bed,Pediatric,10,Permanent,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Bed,Psychiatric,30,Permanent,Chautauqua,Western Regional Office - Buffalo,06/11/2019
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Ambulatory Surgery - Multi Specialty,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Audiology  O/P,0,,Chautauqua,Western Regional Office - Buffalo,11/01/1987
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Cardiac Catheterization - Adult Diagnostic,0,,Chautauqua,Western Regional Office - Buffalo,08/17/2001
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Cardiac Catheterization - Electrophysiology (EP),,Processing Stations,Chautauqua,Western Regional Office - Buffalo,01/17/2019
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Chemical Dependence - Rehabilitation,0,,Chautauqua,Western Regional Office - Buffalo,06/26/2012
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Clinic Part Time Services,0,,Chautauqua,Western Regional Office - Buffalo,12/08/1987
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Clinical Laboratory Service,0,,Chautauqua,Western Regional Office - Buffalo,06/19/1985
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Coronary Care,0,,Chautauqua,Western Regional Office - Buffalo,11/01/1987
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Emergency Department,0,,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Home Peritoneal Dialysis Training and Support,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Intensive Care,0,,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Level I Perinatal Care,,Processing Stations,Chautauqua,Western Regional Office - Buffalo,07/08/2016
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Magnetic Resonance Imaging,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Maternity,0,,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Medical Services - Other Medical Specialties,0,,Chautauqua,Western Regional Office - Buffalo,06/01/2015
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Medical Services - Primary Care,0,,Chautauqua,Western Regional Office - Buffalo,07/14/2014
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Medical Social Services,0,,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Medical/Surgical,0,,Chautauqua,Western Regional Office - Buffalo,10/12/1988
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Nuclear Medicine - Diagnostic,0,,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Nuclear Medicine - Therapeutic,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1901
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Pediatric,0,,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Psychiatric,,Processing Stations,Chautauqua,Western Regional Office - Buffalo,06/11/2019
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Radiology - Diagnostic,6,Processing Stations,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Radiology-Therapeutic,,Processing Stations,Chautauqua,Western Regional Office - Buffalo,04/05/2021
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Renal Dialysis - Acute,0,,Chautauqua,Western Regional Office - Buffalo,11/27/1979
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,SAFE Center,,Processing Stations,Chautauqua,Western Regional Office - Buffalo,07/08/2016
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Therapy - Occupational O/P,0,,Chautauqua,Western Regional Office - Buffalo,11/01/1987
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Therapy - Physical O/P,0,,Chautauqua,Western Regional Office - Buffalo,11/01/1987
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Therapy - Speech Language Pathology,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1901
103,UPMC Chautauqua at WCA,Hospital,HOSP,Service,Therapy - Speech Language Pathology O/P,0,,Chautauqua,Western Regional Office - Buffalo,11/01/1987
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Bed,RHCF,146,Permanent,Chautauqua,Western Regional Office - Buffalo,09/01/2012
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Baseline Services - Nursing Home,0,,Chautauqua,Western Regional Office - Buffalo,08/01/1990
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Dental,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Medical Social Services,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Nursing,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Nutritional,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Optometry,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Pharmaceutical Service,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Physician Services,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Psychology,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Therapy - Occupational,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Therapy - Physical,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility - SNF,NH,Service,Therapy - Speech Language Pathology,0,,Chautauqua,Western Regional Office - Buffalo,07/10/2002
110,Chautauqua County Health Dept,Diagnostic and Treatment Center,DTC,Service,Clinic Part Time Services,0,,Chautauqua,Western Regional Office - Buffalo,09/08/1992
110,Chautauqua County Health Dept,Diagnostic and Treatment Center,DTC,Service,Family Planning O/P,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
110,Chautauqua County Health Dept,Diagnostic and Treatment Center,DTC,Service,Medical Services - Other Medical Specialties,0,,Chautauqua,Western Regional Office - Buffalo,06/01/2015
110,Chautauqua County Health Dept,Diagnostic and Treatment Center,DTC,Service,Medical Services - Primary Care,0,,Chautauqua,Western Regional Office - Buffalo,07/14/2014
110,Chautauqua County Health Dept,Diagnostic and Treatment Center,DTC,Service,Pediatric O/P,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
110,Chautauqua County Health Dept,Diagnostic and Treatment Center,DTC,Service,Prenatal O/P,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
110,Chautauqua County Health Dept,Diagnostic and Treatment Center,DTC,Service,Well Child Care O/P,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
111,Westfield Memorial Hospital Inc,Rural Emergency Hospital,REH,Service,Ambulatory Surgery - Multi Specialty,0,,Chautauqua,Western Regional Office - Buffalo,09/17/2025
111,Westfield Memorial Hospital Inc,Rural Emergency Hospital,REH,Service,Clinic Part Time Services,0,,Chautauqua,Western Regional Office - Buffalo,09/17/2025
111,Westfield Memorial Hospital Inc,Rural Emergency Hospital,REH,Service,Emergency Department,0,,Chautauqua,Western Regional Office - Buffalo,09/17/2025
111,Westfield Memorial Hospital Inc,Rural Emergency Hospital,REH,Service,Medical Services - Other Medical Specialties,0,,Chautauqua,Western Regional Office - Buffalo,09/17/2025
111,Westfield Memorial Hospital Inc,Rural Emergency Hospital,REH,Service,Medical Services - Primary Care,0,,Chautauqua,Western Regional Office - Buffalo,09/17/2025
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Bed,RHCF,120,Permanent,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Baseline Services - Nursing Home,0,,Chautauqua,Western Regional Office - Buffalo,02/01/1989
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Dental,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Medical Social Services,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Nursing,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Nutritional,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Optometry,0,,Chautauqua,Western Regional Office - Buffalo,12/30/2008
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Pharmaceutical Service,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Physician Services,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Psychology,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Therapy - Occupational,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Therapy - Physical,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
112,"Heritage Village Rehab and Skilled Nursing, Inc.",Residential Health Care Facility - SNF,NH,Service,Therapy - Speech Language Pathology,0,,Chautauqua,Western Regional Office - Buffalo,01/01/1991
116,Arnot Ogden Medical Center,Hospital,HOSP,Bed,Coronary Care,17,Permanent,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Bed,Intensive Care,3,Permanent,Chemung,Western Regional Office - Rochester,06/13/1997
116,Arnot Ogden Medical Center,Hospital,HOSP,Bed,Maternity,25,Permanent,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Bed,Medical / Surgical,181,Permanent,Chemung,Western Regional Office - Rochester,06/01/2015
116,Arnot Ogden Medical Center,Hospital,HOSP,Bed,Neonatal Intensive Care,13,Permanent,Chemung,Western Regional Office - Rochester,06/13/1997
116,Arnot Ogden Medical Center,Hospital,HOSP,Bed,Neonatal Intermediate Care,7,Permanent,Chemung,Western Regional Office - Rochester,01/11/1988
116,Arnot Ogden Medical Center,Hospital,HOSP,Bed,Pediatric,20,Permanent,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Ambulatory Surgery - Multi Specialty,0,,Chemung,Western Regional Office - Rochester,12/30/2008
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Cardiac Catheterization - Adult Diagnostic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Cardiac Catheterization - Electrophysiology (EP),0,,Chemung,Western Regional Office - Rochester,12/30/2008
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Cardiac Catheterization - Percutaneous Coronary Intervention (PCI),0,,Chemung,Western Regional Office - Rochester,12/30/2008
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Cardiac Surgery - Adult,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Clinic Part Time Services,0,,Chemung,Western Regional Office - Rochester,07/01/1991
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Clinical Laboratory Service,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Coronary Care,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Dental O/P,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Emergency Department,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Home Peritoneal Dialysis Training and Support,0,,Chemung,Western Regional Office - Rochester,12/30/2008
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Intensive Care,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Level III Perinatal Care,,Processing Stations,Chemung,Western Regional Office - Rochester,07/08/2016
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Linear Accelerator,0,,Chemung,Western Regional Office - Rochester,12/30/2008
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Lithotripsy,,Processing Stations,Chemung,Western Regional Office - Rochester,01/24/2014
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Magnetic Resonance Imaging,0,,Chemung,Western Regional Office - Rochester,12/30/2008
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Maternity,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Medical Services - Other Medical Specialties,0,,Chemung,Western Regional Office - Rochester,06/01/2015
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Medical Services - Primary Care,0,,Chemung,Western Regional Office - Rochester,07/14/2014
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Medical Social Services,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Medical/Surgical,0,,Chemung,Western Regional Office - Rochester,02/07/1986
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Neonatal Intensive Care,0,,Chemung,Western Regional Office - Rochester,06/13/1997
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Neonatal Intermediate Care,0,,Chemung,Western Regional Office - Rochester,01/11/1988
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Nuclear Medicine - Diagnostic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Nuclear Medicine - Therapeutic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Pediatric,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Primary Stroke Center,,Processing Stations,Chemung,Western Regional Office - Rochester,07/08/2016
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Radiology - Diagnostic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Radiology-Therapeutic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Renal Dialysis - Acute,1,Processing Stations,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Respiratory Care,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Therapy - Occupational O/P,0,,Chemung,Western Regional Office - Rochester,02/01/1979
116,Arnot Ogden Medical Center,Hospital,HOSP,Service,Therapy - Physical O/P,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Bed,Chemical Dependence  - Rehabilitation,20,Permanent,Chemung,Western Regional Office - Rochester,07/10/1991
118,St. Joseph's Hospital,Hospital,HOSP,Bed,Coronary Care,4,Permanent,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Bed,Intensive Care,10,Permanent,Chemung,Western Regional Office - Rochester,06/17/1980
118,St. Joseph's Hospital,Hospital,HOSP,Bed,Physical Medicine and Rehabilitation,40,Permanent,Chemung,Western Regional Office - Rochester,04/28/1988
118,St. Joseph's Hospital,Hospital,HOSP,Bed,Psychiatric,25,Permanent,Chemung,Western Regional Office - Rochester,06/27/1988
118,St. Joseph's Hospital,Hospital,HOSP,Service,Ambulatory Surgery - Multi Specialty,0,,Chemung,Western Regional Office - Rochester,12/30/2008
118,St. Joseph's Hospital,Hospital,HOSP,Service,Audiology  O/P,0,,Chemung,Western Regional Office - Rochester,10/05/1984
118,St. Joseph's Hospital,Hospital,HOSP,Service,CT Scanner,0,,Chemung,Western Regional Office - Rochester,05/26/2011
118,St. Joseph's Hospital,Hospital,HOSP,Service,Chemical Dependence - Rehabilitation,0,,Chemung,Western Regional Office - Rochester,07/10/1991
118,St. Joseph's Hospital,Hospital,HOSP,Service,Chemical Dependence - Rehabilitation O/P,0,,Chemung,Western Regional Office - Rochester,02/01/1989
118,St. Joseph's Hospital,Hospital,HOSP,Service,Chemical Dependence - Withdrawal O/P,0,,Chemung,Western Regional Office - Rochester,12/30/2008
118,St. Joseph's Hospital,Hospital,HOSP,Service,Clinic Part Time Services,0,,Chemung,Western Regional Office - Rochester,10/01/1996
118,St. Joseph's Hospital,Hospital,HOSP,Service,Clinical Laboratory Service,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Coronary Care,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Dental O/P,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Emergency Department,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Intensive Care,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Magnetic Resonance Imaging,0,,Chemung,Western Regional Office - Rochester,12/30/2008
118,St. Joseph's Hospital,Hospital,HOSP,Service,Medical Services - Other Medical Specialties,0,,Chemung,Western Regional Office - Rochester,06/01/2015
118,St. Joseph's Hospital,Hospital,HOSP,Service,Medical Services - Primary Care,0,,Chemung,Western Regional Office - Rochester,07/14/2014
118,St. Joseph's Hospital,Hospital,HOSP,Service,Medical Social Services,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Nuclear Medicine - Diagnostic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Nuclear Medicine - Therapeutic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Physical Medical Rehabilitation,0,,Chemung,Western Regional Office - Rochester,04/28/1988
118,St. Joseph's Hospital,Hospital,HOSP,Service,Psychiatric,0,,Chemung,Western Regional Office - Rochester,12/30/2008
118,St. Joseph's Hospital,Hospital,HOSP,Service,Radiology - Diagnostic,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Renal Dialysis - Acute,0,,Chemung,Western Regional Office - Rochester,02/03/2005
118,St. Joseph's Hospital,Hospital,HOSP,Service,Therapy - Occupational O/P,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Therapy - Physical O/P,0,,Chemung,Western Regional Office - Rochester,02/01/1979
118,St. Joseph's Hospital,Hospital,HOSP,Service,Therapy - Speech Language Pathology,0,,Chemung,Western Regional Office - Rochester,02/01/1979
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Bed,RHCF,85,Permanent,Chemung,Western Regional Office - Rochester,01/17/2014
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Baseline Services - Nursing Home,0,,Chemung,Western Regional Office - Rochester,02/01/1989
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Dental,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Medical Social Services,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Nursing,0,,Chemung,Western Regional Office - Rochester,12/30/2008
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Nutritional,0,,Chemung,Western Regional Office - Rochester,12/30/2008
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Optometry,0,,Chemung,Western Regional Office - Rochester,12/30/2008
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Pharmaceutical Service,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Physician Services,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Psychology,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Therapy - Occupational,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Therapy - Physical,0,,Chemung,Western Regional Office - Rochester,01/04/1999
119,St. Joseph's Hospital - Skilled Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Therapy - Speech Language Pathology,0,,Chemung,Western Regional Office - Rochester,01/04/1999
120,Chemung County Health Dept,Diagnostic and Treatment Center,DTC,Service,Dental O/P,0,,Chemung,Western Regional Office - Rochester,12/30/2008
120,Chemung County Health Dept,Diagnostic and Treatment Center,DTC,Service,Medical Services - Primary Care,0,,Chemung,Western Regional Office - Rochester,07/14/2014
120,Chemung County Health Dept,Diagnostic and Treatment Center,DTC,Service,Multiphasic Screening O/P,0,,Chemung,Western Regional Office - Rochester,12/30/2008
120,Chemung County Health Dept,Diagnostic and Treatment Center,DTC,Service,Well Child Care O/P,0,,Chemung,Western Regional Office - Rochester,12/30/2008
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Bed,RHCF,200,Permanent,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Baseline Services - Nursing Home,0,,Chemung,Western Regional Office - Rochester,02/01/1989
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Dental,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Medical Social Services,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Nursing,0,,Chemung,Western Regional Office - Rochester,12/30/2008
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Nutritional,0,,Chemung,Western Regional Office - Rochester,12/30/2008
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Optometry,0,,Chemung,Western Regional Office - Rochester,12/30/2008
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Pharmaceutical Service,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Physician Services,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Psychology,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Therapy - Occupational,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Therapy - Physical,0,,Chemung,Western Regional Office - Rochester,02/01/1979
123,Chemung County Health Center-Nursing Facility,Residential Health Care Facility - SNF,NH,Service,Therapy - Speech Language Pathology,0,,Chemung,Western Regional Office - Rochester,02/01/1979
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Bed,RHCF,305,Permanent,Chemung,Western Regional Office - Rochester,10/01/1990
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Adult Day Health Care,35,Processing Stations,Chemung,Western Regional Office - Rochester,08/01/1996
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Chemung,Western Regional Office - Rochester,10/01/1990
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Baseline Services - Nursing Home,0,,Chemung,Western Regional Office - Rochester,02/01/1989
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Dental,0,,Chemung,Western Regional Office - Rochester,10/01/1990
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Medical Social Services,0,,Chemung,Western Regional Office - Rochester,10/01/1990
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Nursing,0,,Chemung,Western Regional Office - Rochester,12/30/2008
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Nutritional,0,,Chemung,Western Regional Office - Rochester,12/30/2008
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Optometry,0,,Chemung,Western Regional Office - Rochester,12/30/2008
