node_id,fail_freq,mean_fail_time_h,p50_fail_time_h,p95_fail_time_h,name,infra_type,borough,lat,lon,flood_extreme_2080_depth_m
fuel_station_shell_0295,0.01,6.0,6,6,Shell (Shell),fuel,Queens,40.752222,-73.929473,0.0
power_queensbridge,0.01,0.0,0,0,Queensbridge,power,Manhattan,40.756291,-73.938231,0.2
fuel_station_bp_0550,0.01,6.0,6,6,BP (BP),fuel,Manhattan,40.75905,-73.937937,0.0
telecom_cluster_03133,0.01,6.0,6,6,T-Mobile cluster,telecom,Queens,40.761083,-73.92615,0.0
telecom_cluster_03086,0.01,6.0,6,6,T-Mobile cluster,telecom,Manhattan,40.755125,-73.930688,0.0
subway_36_av_nw,0.01,6.0,6,6,36 Av,subway,Queens,40.756804,-73.929575,0.0
subway_court_sq_23_st_ef,0.01,6.0,6,6,Court Sq-23 St,subway,Manhattan,40.747846,-73.946,0.0
subway_queens_plaza_efr,0.01,6.0,6,6,Queens Plaza,subway,Manhattan,40.748973,-73.937243,0.0
fuel_station_shell_0698,0.01,6.0,6,6,Shell (Shell),fuel,Manhattan,40.757382,-73.939539,0.0
telecom_cluster_03025,0.01,96.0,96,96,T-Mobile cluster,telecom,Queens,40.7497,-73.9292,0.0
telecom_cluster_03195,0.01,96.0,96,96,T-Mobile cluster,telecom,Manhattan,40.765715,-73.960044,0.0
fuel_station_bp_0358,0.01,6.0,6,6,bp (BP),fuel,Queens,40.763477,-73.914445,0.0
telecom_cluster_03198,0.01,6.0,6,6,T-Mobile cluster,telecom,Queens,40.763767,-73.9239,0.0
fuel_station_bp_0832,0.01,6.0,6,6,BP (BP),fuel,Queens,40.763458,-73.914612,0.0
fuel_station_lukoil_0282,0.01,6.0,6,6,Lukoil (Lukoil),fuel,Queens,40.759682,-73.927644,0.0
subway_queensboro_plaza_7nw,0.01,6.0,6,6,Queensboro Plaza,subway,Manhattan,40.750582,-73.940202,0.0
telecom_cluster_03085,0.01,6.0,6,6,T-Mobile cluster,telecom,Manhattan,40.7532,-73.9333,0.0
fuel_station_atlantic_0732,0.01,6.0,6,6,Atlantic,fuel,Manhattan,40.756277,-73.939952,0.0
telecom_cluster_03023,0.01,6.0,6,6,T-Mobile cluster,telecom,Manhattan,40.749959,-73.940518,0.0
telecom_cluster_03199,0.01,6.0,6,6,T-Mobile cluster,telecom,Queens,40.76632,-73.92098,0.0
fuel_station_bp_0359,0.01,6.0,6,6,bp (BP),fuel,Queens,40.7636,-73.914711,0.0
subway_46_st_mr,0.01,6.0,6,6,46 St,subway,Queens,40.756312,-73.913333,0.0
telecom_cluster_03134,0.01,6.0,6,6,T-Mobile cluster,telecom,Queens,40.758,-73.9151,0.0
telecom_cluster_03084,0.01,6.0,6,6,T-Mobile cluster,telecom,Manhattan,40.7545,-73.9424,0.0
fuel_station_citgo_0857,0.01,6.0,6,6,Citgo (Citgo),fuel,Queens,40.759857,-73.914269,0.0
subway_39_av_dutch_kills_nw,0.01,6.0,6,6,39 Av-Dutch Kills,subway,Manhattan,40.752882,-73.932755,0.0
fuel_station_unknown_gas_station_1004,0.01,6.0,6,6,Unknown Gas Station,fuel,Manhattan,40.752554,-73.93921,0.0
telecom_cluster_00882,0.01,6.0,6,6,AT&T cluster,telecom,Queens,40.7558,-73.9287,0.0
telecom_cluster_03132,0.01,6.0,6,6,T-Mobile cluster,telecom,Queens,40.758475,-73.92825,0.0
fuel_station_mobil_0353,0.01,6.0,6,6,Mobil (Mobil),fuel,Manhattan,40.752464,-73.939091,0.0
