node_id,name,infra_type,lat,lon,borough,flood_sandy_depth_m
subway_34_st_herald_sq_nqrw,34 St-Herald Sq,subway,40.749567,-73.98795,Manhattan,1.962
subway_34_st_herald_sq_bdfm,34 St-Herald Sq,subway,40.749719,-73.987823,Manhattan,1.962
subway_34_st_penn_station_123,34 St-Penn Station,subway,40.750373,-73.991057,Manhattan,0.0
subway_grand_central_42_st_7,Grand Central-42 St,subway,40.751431,-73.976041,Manhattan,0.0
subway_grand_central_42_st_456,Grand Central-42 St,subway,40.751776,-73.976848,Manhattan,0.0
subway_34_st_penn_station_ace,34 St-Penn Station,subway,40.752287,-73.993391,Manhattan,0.0
subway_grand_central_42_st_s,Grand Central-42 St,subway,40.752769,-73.979189,Manhattan,0.0
subway_5_av_7,5 Av,subway,40.753821,-73.981963,Manhattan,0.0
subway_42_st_bryant_pk_bdfm,42 St-Bryant Pk,subway,40.754222,-73.984569,Manhattan,0.0
subway_times_sq_42_st_nqrw,Times Sq-42 St,subway,40.754672,-73.986754,Manhattan,0.0
water_manhattan_sewage_pump_station,Manhattan Sewage Pump Station,water,40.726324,-73.97354,Manhattan,1.175
water_red_hook_poll_control_plant,Red Hook Poll Control Plant,water,40.703964,-73.978522,Manhattan,0.0
water_red_hook_pollution_plant,Red Hook Pollution Plant,water,40.702446,-73.979792,Manhattan,0.0
water_grand_canal_court_park,Grand Canal Court Park,water,40.722303,-74.00504,Manhattan,1.962
water_brooklyn_navy_yard_admiral_row,Brooklyn Navy Yard-Admiral Row,water,40.698828,-73.979245,Manhattan,0.0
water_red_hook_wwtp,Red Hook Wwtp,water,40.698639,-73.975396,Manhattan,0.0
water_newton_creek_wwtp,Newton Creek Wwtp,water,40.733638,-73.947611,Manhattan,0.0
fuel_station_citgo_000,Citgo (Citgo),fuel,40.700068,-73.961321,Manhattan,0.0
fuel_station_emporium_001,Emporium,fuel,40.697622,-73.969477,Manhattan,0.0
fuel_station_citgo_002,Citgo (Citgo),fuel,40.694156,-73.961379,Manhattan,0.0
fuel_station_bp_003,BP (BP),fuel,40.700769,-73.962546,Manhattan,0.0
fuel_station_sunoco_004,Sunoco,fuel,40.697967,-73.961749,Manhattan,0.0
fuel_station_mobil_005,Mobil (Mobil),fuel,40.694496,-73.983465,Manhattan,0.0
fuel_station_exxon_006,Exxon (Exxon),fuel,40.759698,-74.027426,Manhattan,0.0
fuel_station_mobil_007,Mobil (Mobil),fuel,40.755974,-73.997876,Manhattan,0.195
fuel_station_speedway_008,Speedway (Speedway),fuel,40.754082,-74.029288,Manhattan,0.0
fuel_station_bp_009,BP (BP),fuel,40.753989,-74.028962,Manhattan,0.0
fuel_station_sunoco_010,Sunoco (Sunoco),fuel,40.753074,-74.029629,Manhattan,0.0
fuel_station_bp_011,BP (BP),fuel,40.73515,-73.974516,Manhattan,0.331
fuel_station_mobil_012,Mobil (Mobil),fuel,40.738991,-74.003482,Manhattan,0.81
fuel_terminal_bayonne_terminal_complex,Bayonne Terminal Complex,fuel,40.662,-74.096,Manhattan,0.0
fuel_terminal_tremley_point_terminal_linden_nj,"Tremley Point Terminal (Linden, NJ)",fuel,40.628,-74.22,Manhattan,0.0
fuel_terminal_perth_amboy_terminal,Perth Amboy Terminal,fuel,40.508,-74.264,Manhattan,0.0
fuel_terminal_bronx_terminal_hunts_point,Bronx Terminal (Hunts Point),fuel,40.81,-73.88,Manhattan,0.0
fuel_terminal_brooklyn_terminal_gowanus,Brooklyn Terminal (Gowanus),fuel,40.673,-73.99,Manhattan,0.0
fuel_terminal_staten_island_terminal_howland_hoo,Staten Island Terminal (Howland Hook),fuel,40.642,-74.17,Manhattan,0.0
