node_id,fail_freq,mean_fail_time_h,p50_fail_time_h,p95_fail_time_h,name,infra_type,lat,lon,borough,flood_sandy_depth_m
telecom_cluster_0063,0.992,2.7,0,48,AT&T cluster,telecom,40.734632,-74.004105,Manhattan,0.81
telecom_cluster_0071,0.991,2.1,0,0,AT&T cluster,telecom,40.73966,-74.004975,Manhattan,0.81
telecom_cluster_0141,0.991,0.0,0,0,T-Mobile cluster,telecom,40.714778,-73.97595,Manhattan,1.175
telecom_cluster_0175,0.99,1.9,0,0,T-Mobile cluster,telecom,40.734412,-74.003838,Manhattan,0.81
telecom_cluster_0178,0.989,1.7,0,0,T-Mobile cluster,telecom,40.7354,-73.990308,Manhattan,0.81
telecom_cluster_0177,0.988,2.2,0,0,T-Mobile cluster,telecom,40.736474,-73.99573,Manhattan,0.81
telecom_cluster_0062,0.987,1.8,0,0,AT&T cluster,telecom,40.735217,-74.010033,Manhattan,0.81
telecom_cluster_0033,0.986,0.0,0,0,AT&T cluster,telecom,40.714875,-73.974275,Manhattan,1.175
telecom_cluster_0065,0.954,0.0,0,0,AT&T cluster,telecom,40.736133,-73.9932,Manhattan,0.81
telecom_cluster_0223,0.951,0.0,0,0,T-Mobile Metro cluster,telecom,40.7352,-73.9911,Manhattan,0.81
telecom_cluster_0174,0.946,0.0,0,0,T-Mobile cluster,telecom,40.7354,-74.010133,Manhattan,0.81
telecom_cluster_0189,0.807,48.0,48,48,T-Mobile cluster,telecom,40.740143,-73.989808,Manhattan,0.0
telecom_cluster_0195,0.807,48.0,48,48,T-Mobile cluster,telecom,40.74524,-74.00604,Manhattan,0.0
telecom_cluster_0081,0.807,48.0,48,48,AT&T cluster,telecom,40.744352,-73.99521,Manhattan,0.0
telecom_cluster_0197,0.807,48.0,48,48,T-Mobile cluster,telecom,40.745239,-73.994854,Manhattan,0.0
telecom_cluster_0187,0.807,48.0,48,48,T-Mobile cluster,telecom,40.740275,-74.000775,Manhattan,0.0
telecom_cluster_0074,0.807,48.0,48,48,AT&T cluster,telecom,40.741053,-73.9895,Manhattan,0.0
telecom_cluster_0196,0.807,48.0,48,48,T-Mobile cluster,telecom,40.745809,-73.999836,Manhattan,0.0
telecom_cluster_0072,0.807,48.0,48,48,AT&T cluster,telecom,40.741354,-74.001077,Manhattan,0.0
telecom_cluster_0185,0.807,48.0,48,48,T-Mobile cluster,telecom,40.740269,-74.009912,Manhattan,0.0
telecom_cluster_0198,0.807,48.0,48,48,T-Mobile cluster,telecom,40.744609,-73.989645,Manhattan,0.0
telecom_cluster_0080,0.807,48.0,48,48,AT&T cluster,telecom,40.744925,-73.998488,Manhattan,0.0
telecom_cluster_0079,0.807,48.0,48,48,AT&T cluster,telecom,40.745336,-74.0059,Manhattan,0.0
telecom_cluster_0186,0.807,48.0,48,48,T-Mobile cluster,telecom,40.74014,-74.004393,Manhattan,0.0
telecom_cluster_0078,0.807,48.0,48,48,AT&T cluster,telecom,40.7438,-74.00865,Manhattan,0.0
telecom_cluster_0070,0.807,48.0,48,48,AT&T cluster,telecom,40.740714,-74.008964,Manhattan,0.0
fuel_station_mobil_012,0.807,0.0,0,0,Mobil (Mobil),fuel,40.738991,-74.003482,Manhattan,0.81
telecom_cluster_0082,0.807,48.0,48,48,AT&T cluster,telecom,40.744995,-73.990043,Manhattan,0.0
telecom_cluster_0067,0.605,0.0,0,0,AT&T cluster,telecom,40.7345,-73.98665,Manhattan,0.331
telecom_cluster_0096,0.306,8.6,0,48,AT&T cluster,telecom,40.754089,-74.000022,Manhattan,0.195
telecom_cluster_0095,0.068,48.0,48,48,AT&T cluster,telecom,40.753867,-74.00545,Manhattan,0.0
telecom_cluster_0215,0.068,48.0,48,48,T-Mobile cluster,telecom,40.753815,-73.989146,Manhattan,0.0
telecom_cluster_0206,0.068,48.0,48,48,T-Mobile cluster,telecom,40.751014,-73.99439,Manhattan,0.0
telecom_cluster_0090,0.068,48.0,48,48,AT&T cluster,telecom,40.750238,-73.994438,Manhattan,0.0
telecom_cluster_0205,0.068,48.0,48,48,T-Mobile cluster,telecom,40.749967,-74.000027,Manhattan,0.0
telecom_cluster_0098,0.068,48.0,48,48,AT&T cluster,telecom,40.753678,-73.9893,Manhattan,0.0
telecom_cluster_0089,0.068,48.0,48,48,AT&T cluster,telecom,40.750609,-74.000291,Manhattan,0.0
telecom_cluster_0203,0.068,48.0,48,48,T-Mobile cluster,telecom,40.75022,-74.00786,Manhattan,0.0
telecom_cluster_0213,0.068,48.0,48,48,T-Mobile cluster,telecom,40.753533,-74.000425,Manhattan,0.0
telecom_cluster_0088,0.068,48.0,48,48,AT&T cluster,telecom,40.749143,-74.005157,Manhattan,0.0
telecom_cluster_0204,0.068,48.0,48,48,T-Mobile cluster,telecom,40.7487,-74.003386,Manhattan,0.0
telecom_cluster_0212,0.068,48.0,48,48,T-Mobile cluster,telecom,40.753943,-74.005171,Manhattan,0.0
telecom_cluster_0214,0.068,48.0,48,48,T-Mobile cluster,telecom,40.753565,-73.995494,Manhattan,0.0
telecom_cluster_0091,0.068,48.0,48,48,AT&T cluster,telecom,40.75022,-73.989155,Manhattan,0.0
telecom_cluster_0097,0.068,48.0,48,48,AT&T cluster,telecom,40.754,-73.99408,Manhattan,0.0
fuel_station_mobil_007,0.068,0.0,0,0,Mobil (Mobil),fuel,40.755974,-73.997876,Manhattan,0.195
telecom_cluster_0207,0.068,48.0,48,48,T-Mobile cluster,telecom,40.750035,-73.989209,Manhattan,0.0
