scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_fuel_static,cause_intra_fuel_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h
syn_ts_605_5_3p7563,100,True,t360,2758.01,183.84278582528063,2793.86,424.67274506377265,35.85,464.89823348771716,11,89,0.75,611.7,1955.33,1343.63,1361.57,2091.63,730.06,1795.57,2356.59,561.02,2129.53,2596.27,466.74,2554.03,2706.96,152.93,2679.6,2753.91,74.31,2747.89,2791.43,43.54,2758.01,2793.86,35.85,1.0,1.0,1.0,1.0,1.0,1.0,264668,0.9643855698459958,0.007760666193117415,0.027853763960886846,14718,11133,-35.0,1783.02,611.7,429.66,1311.77,1357.73,245.28,351.38,10.99,54.78,555.26,565.5,23.01,34.81,486.62,498.35,11.73,50.18,50.95,0.77,57.86,49.14,-8.72,358.8,365.43,6.63,1718.26,1742.44,24.18,86.29,87.55,1.26,58.9
