scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h,cause_intra_fuel_static,cause_intra_fuel_dynamic
syn_ts_914_6_1p2955,100,True,t360,337.0,53.555578607648336,329.58,54.89283741983101,-7.42,12.038421823478357,2,97,0.13999999999999996,175.33,30.61,-144.72,209.11,169.86,-39.25,275.52,215.57,-59.95,298.2,281.6,-16.6,317.27,305.47,-11.8,329.17,315.92,-13.25,335.73,326.15,-9.58,337.0,329.58,-7.42,0.0,0.0,0.0,0.0,0.0,0.0,32905,0.000455857772375019,0.8440358608114268,0.15550828141619816,53,795,6.0,29.62,91.39,91.5,149.55,151.03,41.57,41.57,41.29,32.39,13.2,13.09,33.84,33.78,-0.06,17.55,16.59,-0.96,5.31,5.3,-0.01,65.56,65.47,-0.09,194.85,188.56,-6.29,19.89,19.88,-0.01,8.7,,
syn_ts_880_9_2p6632,100,True,t360,2388.71,288.9123152446084,2342.18,116.25483903906968,-46.53,241.1411808464079,30,63,0.09999999999999998,996.66,481.01,-515.65,1196.22,990.34,-205.88,1433.46,1178.71,-254.75,1830.85,1531.56,-299.29,2217.37,2124.59,-92.78,2312.68,2263.99,-48.69,2384.04,2335.04,-49.0,2388.71,2342.18,-46.53,1.0,1.0,1.0,1.0,1.0,1.0,233315,0.007779182650065363,0.6639050211088015,0.3283157962411332,903,5556,6.0,369.87,257.87,243.55,1145.91,1164.06,71.35,70.23,574.14,567.07,36.24,36.12,425.33,411.3,-14.03,46.11,45.78,-0.33,44.66,43.84,-0.82,317.92,313.75,-4.17,1479.7,1454.26,-25.44,74.99,73.25,-1.74,25.1,303.2,261.15
syn_ts_605_5_3p7563,100,True,t360,4032.6,192.62185753439303,4041.17,24.38772437108473,8.57,191.94354664848726,12,88,0.38999999999999996,2208.23,1893.66,-314.57,2427.82,2224.12,-203.7,3057.62,2900.15,-157.47,3245.43,3133.65,-111.78,3735.18,3700.63,-34.55,3875.8,3857.28,-18.52,4013.86,4019.92,6.06,4032.6,4041.17,8.57,1.0,1.0,1.0,1.0,1.0,1.0,400613,0.0033298969329502537,0.5774126151672562,0.41925748789979356,3504,2647,6.0,1496.33,430.84,418.25,1868.34,1877.26,54.71,54.74,946.83,940.28,33.33,32.78,891.22,899.86,8.64,58.76,59.0,0.24,81.49,79.79,-1.7,442.76,445.09,2.33,2432.51,2430.79,-1.72,125.86,126.64,0.78,58.9,698.55,717.86
