scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_fuel_static,cause_intra_fuel_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h
syn_ts_880_9_2p6632,1000,True,t360,2297.381,212.09488404721128,2315.473,308.355582519597,18.092,204.68796138512883,212,753,0.09799999999999998,276.462,878.961,602.499,584.353,1015.804,431.451,1073.736,1172.144,98.408,1222.9,1645.516,422.616,1974.234,2132.338,158.104,2199.947,2234.379,34.432,2275.137,2311.333,36.196,2297.381,2315.473,18.092,0.993,0.993,0.982,0.98,0.981,0.98,2278426,0.7075687338539851,0.020893810024990935,0.2715374561210239,37047,18955,-20.0,827.999,276.462,257.073,1138.655,1108.751,287.026,302.517,30.775,71.274,533.507,539.855,30.956,36.003,386.748,394.018,7.27,45.885,46.09,0.205,37.623,37.53,-0.093,311.449,315.205,3.756,1442.613,1448.717,6.104,73.063,73.913,0.85,25.1
syn_ts_605_5_3p7563,1000,True,t360,2749.433,157.61433155332037,2867.915,500.51229532849635,118.482,528.5319476398754,162,838,0.675,611.536,1979.769,1368.233,1364.42,2111.949,747.529,1796.945,2387.159,590.214,2128.688,2638.059,509.371,2552.197,2767.351,215.154,2672.611,2821.035,148.424,2739.745,2861.709,121.964,2749.433,2867.915,118.482,1.0,1.0,1.0,1.0,1.0,1.0,2652916,0.9641454912255043,0.007679474208757458,0.02817503456573823,214999,96517,-35.0,1810.399,611.536,429.183,1308.175,1393.71,245.209,375.056,10.482,54.706,551.127,580.474,22.904,34.786,483.535,522.164,38.629,50.161,51.468,1.307,57.299,50.275,-7.024,358.972,370.798,11.826,1714.014,1783.439,69.425,85.452,89.771,4.319,58.9
