scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h,cause_intra_fuel_static,cause_intra_fuel_dynamic
syn_ts_914_6_1p2955,100,True,t360,330.9,55.66785427874869,337.0,53.555578607648336,6.1,12.059436139388938,97,2,0.12,91.5,175.33,83.83,190.0,209.11,19.11,257.34,275.52,18.18,289.37,298.2,8.83,309.68,317.27,7.59,321.32,329.17,7.85,329.38,335.73,6.35,330.9,337.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,32984,0.6125697307785593,0.0003031772980839195,0.38712709192335676,716,106,-2.0,100.51,91.5,91.39,151.55,149.55,41.47,41.57,33.3,41.29,13.08,13.2,33.78,33.84,0.06,17.49,17.55,0.06,5.3,5.31,0.01,65.37,65.56,0.19,189.08,194.85,5.77,19.88,19.89,0.01,8.7,,
syn_ts_880_9_2p6632,100,True,t360,2304.36,117.86369415557955,2388.71,288.9123152446084,84.35,242.36886660625373,99,1,0.4600000000000001,276.45,996.66,720.21,583.49,1196.22,612.73,1073.86,1433.46,359.6,1224.6,1830.85,606.25,1981.55,2217.37,235.82,2210.01,2312.68,102.67,2283.66,2384.04,100.38,2304.36,2388.71,84.35,1.0,1.0,1.0,1.0,1.0,1.0,229325,0.7760863403466696,0.005372288237217922,0.21854137141611252,9546,1111,-24.0,819.48,276.45,257.87,1136.0,1145.91,31.44,71.35,536.1,574.14,31.2,36.24,389.03,425.33,36.3,45.78,46.11,0.33,37.52,44.66,7.14,312.93,317.92,4.99,1445.85,1479.7,33.85,73.25,74.99,1.74,25.1,293.17,303.2
syn_ts_605_5_3p7563,100,True,t360,2758.01,183.84278582528063,4032.6,192.62185753439303,1274.59,251.0106808484452,100,0,0.97,611.7,2208.23,1596.53,1361.57,2427.82,1066.25,1795.57,3057.62,1262.05,2129.53,3245.43,1115.9,2554.03,3735.18,1181.15,2679.6,3875.8,1196.2,2747.89,4013.86,1265.97,2758.01,4032.6,1274.59,1.0,1.0,1.0,1.0,1.0,1.0,275432,0.9797082401463882,0.0037686252868221557,0.016523134566789624,127828,369,-40.0,1778.2,611.7,430.84,1311.77,1868.34,10.99,54.71,555.26,946.83,23.01,33.33,486.62,891.22,404.6,50.18,58.76,8.58,57.86,81.49,23.63,358.8,442.76,83.96,1718.26,2432.51,714.25,86.29,125.86,39.57,58.9,245.28,698.55
