scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_fuel_static,cause_intra_fuel_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h
syn_ts_880_9_2p6632,100,True,t360,2388.71,288.9123152446084,2463.57,440.89375715698225,74.86,320.6505892712502,66,18,0.09000000000000008,999.69,859.91,-139.78,1198.64,1169.32,-29.32,1433.8,1370.24,-63.56,1830.85,1905.32,74.47,2217.37,2267.95,50.58,2312.68,2380.31,67.63,2384.04,2453.58,69.54,2388.71,2463.57,74.86,1.0,1.0,1.0,1.0,1.0,1.0,238746,0.0377639834803515,0.12324394963685255,0.8389920668827959,7611,125,0.0,822.57,257.72,257.72,1146.02,1188.23,303.2,335.45,71.35,70.23,574.14,575.77,36.28,36.17,425.33,448.66,23.33,46.11,46.66,0.55,44.66,45.85,1.19,317.92,322.89,4.97,1479.7,1522.07,42.37,74.99,77.44,2.45,31.1
syn_ts_914_6_1p2955,100,True,t360,337.0,53.555578607648336,340.31,58.39001541359618,3.31,20.959339207141053,36,57,0.050000000000000044,175.35,165.19,-10.16,209.23,208.9,-0.33,275.69,269.47,-6.22,298.21,300.31,2.1,317.27,321.27,4.0,329.17,332.93,3.76,335.73,339.19,3.46,337.0,340.31,3.31,0.0,0.0,0.0,0.0,0.0,0.0,33468,0.012280387235568305,0.0589817138759412,0.9287378988884905,563,232,0.0,100.52,91.39,91.39,149.55,151.81,,,41.57,41.57,41.29,42.34,13.2,13.2,33.84,36.75,2.91,17.55,17.55,0.0,5.31,5.52,0.21,65.56,65.56,0.0,194.85,195.04,0.19,19.89,19.89,0.0,14.7
