scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_fuel_static,cause_intra_fuel_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h
syn_ts_880_9_2p6632,100,True,t360,2388.71,288.9123152446084,2307.0,119.6572605402614,-81.71,242.6489355014771,4,96,0.43000000000000005,999.69,938.16,-61.53,1198.64,1095.41,-103.23,1433.8,1260.91,-172.89,1830.85,1699.6,-131.25,2217.37,2147.1,-70.27,2312.68,2235.85,-76.83,2384.04,2306.53,-77.51,2388.71,2307.0,-81.71,1.0,1.0,1.0,1.0,1.0,1.0,230245,0.0360051249755695,0.08634280874720407,0.8776520662772265,455,8626,0.0,896.47,257.72,257.49,1146.02,1090.39,303.2,297.88,71.35,71.0,574.14,553.8,36.28,36.44,425.33,390.6,-34.73,46.11,45.78,-0.33,44.66,37.94,-6.72,317.92,314.06,-3.86,1479.7,1445.05,-34.65,74.99,73.57,-1.42,31.1
syn_ts_914_6_1p2955,100,True,t360,337.0,53.555578607648336,330.68,55.647619895194076,-6.32,11.959832774750659,0,99,0.13,175.35,169.86,-5.49,209.23,202.62,-6.61,275.69,269.31,-6.38,298.21,291.75,-6.46,317.27,311.02,-6.25,329.17,322.91,-6.26,335.73,329.41,-6.32,337.0,330.68,-6.32,0.0,0.0,0.0,0.0,0.0,0.0,33064,0.003024437454633438,0.006321074280183886,0.9906544882651827,4,636,0.0,101.51,91.39,91.39,149.55,149.77,,,41.57,41.57,41.29,34.75,13.2,13.2,33.84,33.78,-0.06,17.55,17.49,-0.06,5.31,5.3,-0.01,65.56,65.47,-0.09,194.85,188.76,-6.09,19.89,19.88,-0.01,14.7
