scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h,cause_intra_fuel_static,cause_intra_fuel_dynamic
syn_ts_914_6_1p2955,100,True,t360,337.0,53.555578607648336,330.34,55.70264266621468,-6.66,12.035131906215238,1,96,0.16000000000000003,175.33,32.62,-142.71,209.11,188.11,-21.0,275.52,256.23,-19.29,298.2,288.1,-10.1,317.27,308.89,-8.38,329.17,320.6,-8.57,335.73,328.77,-6.96,337.0,330.34,-6.66,0.0,0.0,0.0,0.0,0.0,0.0,32922,0.00033412307879229693,0.6090759978130126,0.39058987910819515,112,778,3.0,31.62,91.39,91.5,149.55,151.89,41.57,41.47,41.29,32.43,13.2,13.05,33.84,33.78,-0.06,17.55,17.49,-0.06,5.31,5.3,-0.01,65.56,65.37,-0.19,194.85,188.52,-6.33,19.89,19.88,-0.01,8.7,,
syn_ts_880_9_2p6632,100,True,t360,2388.71,288.9123152446084,2345.81,117.54536953874447,-42.9,241.70835732344878,51,42,0.040000000000000036,996.66,821.16,-175.5,1196.22,1113.03,-83.19,1433.46,1343.57,-89.89,1830.85,1715.88,-114.97,2217.37,2174.37,-43.0,2312.68,2272.48,-40.2,2384.04,2343.96,-40.08,2388.71,2345.81,-42.9,1.0,1.0,1.0,1.0,1.0,1.0,233523,0.008054881103788492,0.30983671843886895,0.6821084004573426,1058,5348,0.0,658.72,257.87,240.51,1145.91,1148.11,71.35,62.29,574.14,563.84,36.24,36.19,425.33,411.21,-14.12,46.11,45.78,-0.33,44.66,43.83,-0.83,317.92,317.37,-0.55,1479.7,1454.37,-25.33,74.99,73.25,-1.74,25.1,303.2,294.87
syn_ts_605_5_3p7563,100,True,t360,4032.6,192.62185753439303,4018.16,196.56173177910293,-14.44,24.512984314440374,16,84,0.31,2208.23,2054.12,-154.11,2427.82,2341.88,-85.94,3057.62,2931.89,-125.73,3245.43,3182.3,-63.13,3735.18,3703.75,-31.43,3875.8,3850.3,-25.5,4013.86,3995.55,-18.31,4032.6,4018.16,-14.44,1.0,1.0,1.0,1.0,1.0,1.0,400414,0.042860639238388266,0.4022336881327826,0.5549056726288292,1402,2846,0.0,1606.32,430.84,435.94,1868.34,1893.6,54.71,39.44,946.83,923.85,33.33,32.97,891.22,891.22,0.0,58.76,58.76,0.0,81.49,79.3,-2.19,442.76,442.49,-0.27,2432.51,2420.53,-11.98,125.86,125.86,0.0,58.9,698.55,692.36
