scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t3,dynamic_t3,delta_t3,static_t6,dynamic_t6,delta_t6,static_t9,dynamic_t9,delta_t9,static_t12,dynamic_t12,delta_t12,static_t15,dynamic_t15,delta_t15,static_t18,dynamic_t18,delta_t18,static_t21,dynamic_t21,delta_t21,static_t24,dynamic_t24,delta_t24,static_t27,dynamic_t27,delta_t27,static_t30,dynamic_t30,delta_t30,static_t33,dynamic_t33,delta_t33,static_t36,dynamic_t36,delta_t36,static_t39,dynamic_t39,delta_t39,static_t42,dynamic_t42,delta_t42,static_t45,dynamic_t45,delta_t45,static_t48,dynamic_t48,delta_t48,static_t54,dynamic_t54,delta_t54,static_t60,dynamic_t60,delta_t60,static_t66,dynamic_t66,delta_t66,static_t72,dynamic_t72,delta_t72,static_t78,dynamic_t78,delta_t78,static_t84,dynamic_t84,delta_t84,static_t90,dynamic_t90,delta_t90,static_t96,dynamic_t96,delta_t96,static_t120,dynamic_t120,delta_t120,static_t144,dynamic_t144,delta_t144,static_t192,dynamic_t192,delta_t192,static_t240,dynamic_t240,delta_t240,static_t300,dynamic_t300,delta_t300,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_fuel_static,cause_intra_fuel_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h
syn_ts_880_9_2p6632,100,True,t360,2690.96,710.4430155895686,2449.15,432.83688324818155,-241.81,587.4839179926546,14,82,0.18000000000000005,1052.53,1044.29,-8.24,1178.49,1123.13,-55.36,1248.12,1193.98,-54.14,1378.75,1262.5,-116.25,1476.64,1309.52,-167.12,1554.47,1356.56,-197.91,1646.36,1412.97,-233.39,1712.74,1474.24,-238.5,1767.02,1535.8,-231.22,1815.09,1589.97,-225.12,1866.89,1651.05,-215.84,1920.94,1715.03,-205.91,1978.03,1787.13,-190.9,2039.28,1861.68,-177.6,2100.6,1936.77,-163.83,2164.43,2012.4,-152.03,2223.27,2081.06,-142.21,2316.67,2179.45,-137.22,2392.33,2248.93,-143.4,2453.62,2296.36,-157.26,2509.78,2334.28,-175.5,2561.11,2362.38,-198.73,2598.18,2383.89,-214.29,2621.36,2396.38,-224.98,2633.41,2403.71,-229.7,2657.86,2420.86,-237.0,2676.11,2437.01,-239.1,2687.37,2447.3,-240.07,2689.21,2447.45,-241.76,2690.95,2449.14,-241.81,2690.96,2449.15,-241.81,1.0,1.0,1.0,1.0,1.0,1.0,242788,0.09054813252714303,0.1412919913669539,0.7681598761059031,2127,26308,0.0,1022.93,250.09,239.63,1219.63,1134.58,410.96,330.09,72.71,72.42,701.64,635.73,35.93,36.7,518.0,445.15,-72.85,48.31,46.55,-1.76,49.37,45.7,-3.67,341.54,324.11,-17.43,1649.68,1510.84,-138.84,84.06,76.8,-7.26,31.1
