scenario,n_runs,seeds_identical,totals_at,static_total_mean,static_total_sd,dynamic_total_mean,dynamic_total_sd,paired_delta_mean,paired_delta_sd,runs_dynamic_larger,runs_dynamic_smaller,ks_totals,static_t0,dynamic_t0,delta_t0,static_t6,dynamic_t6,delta_t6,static_t24,dynamic_t24,delta_t24,static_t48,dynamic_t48,delta_t48,static_t96,dynamic_t96,delta_t96,static_t144,dynamic_t144,delta_t144,static_t240,dynamic_t240,delta_t240,static_t360,dynamic_t360,delta_t360,crash_frac_static_1000,crash_frac_dynamic_1000,crash_frac_static_1200,crash_frac_dynamic_1200,crash_frac_static_1500,crash_frac_dynamic_1500,node_runs_fail_both,frac_earlier,frac_later,frac_same,node_runs_only_dynamic,node_runs_only_static,median_shift_h,mean_prepeak_failures_dynamic,cause_flood_static,cause_flood_dynamic,cause_inter_static,cause_inter_dynamic,cause_intra_subway_static,cause_intra_subway_dynamic,cause_intra_telecom_static,cause_intra_telecom_dynamic,cause_intra_water_static,cause_intra_water_dynamic,type_fuel_static,type_fuel_dynamic,type_fuel_delta,type_hospital_static,type_hospital_dynamic,type_hospital_delta,type_power_static,type_power_dynamic,type_power_delta,type_subway_static,type_subway_dynamic,type_subway_delta,type_telecom_static,type_telecom_dynamic,type_telecom_delta,type_water_static,type_water_dynamic,type_water_delta,t_peak_h,cause_intra_fuel_static,cause_intra_fuel_dynamic
syn_ts_914_6_1p2955,100,True,t360,337.0,53.555578607648336,343.55,55.31859994613024,6.55,6.854742883580682,69,22,0.18,175.33,198.5,23.17,209.11,262.4,53.29,275.52,289.93,14.41,298.2,313.23,15.03,317.27,330.19,12.92,329.17,340.47,11.3,335.73,343.18,7.45,337.0,343.55,6.55,0.0,0.0,0.0,0.0,0.0,0.0,33351,0.66942520464154,0.0007196186021408654,0.32985517675631915,1004,349,-3.0,183.49,91.39,91.5,149.55,147.44,41.57,41.47,41.29,50.06,13.2,13.08,33.84,33.84,0.0,17.55,17.55,0.0,5.31,5.31,0.0,65.56,65.46,-0.1,194.85,201.5,6.65,19.89,19.89,0.0,8.7,,
syn_ts_880_9_2p6632,100,True,t360,2388.71,288.9123152446084,2704.1,703.9116208729616,315.39,619.2440374359693,70,24,0.25,996.66,1149.63,152.97,1196.22,1296.29,100.07,1433.46,1622.12,188.66,1830.85,2096.64,265.79,2217.37,2435.47,218.1,2312.68,2598.19,285.51,2384.04,2678.21,294.17,2388.71,2704.1,315.39,1.0,1.0,1.0,1.0,1.0,1.0,237052,0.5472006142112279,0.005252012216728819,0.44754737357204327,33358,1819,-6.0,987.82,257.87,262.52,1145.91,1283.41,71.35,70.5,574.14,641.97,36.24,34.6,425.33,526.35,101.02,46.11,48.53,2.42,44.66,49.31,4.65,317.92,342.05,24.13,1479.7,1652.85,173.15,74.99,85.01,10.02,25.1,303.2,411.1
syn_ts_605_5_3p7563,100,True,t360,4032.6,192.62185753439303,4034.52,180.25357028364238,1.92,22.177321749931846,55,41,0.07000000000000006,2208.23,2369.66,161.43,2427.82,2600.46,172.64,3057.62,3211.3,153.68,3245.43,3343.66,98.23,3735.18,3769.74,34.56,3875.8,3891.07,15.27,4013.86,4015.37,1.51,4032.6,4034.52,1.92,1.0,1.0,1.0,1.0,1.0,1.0,402491,0.5780029864021804,0.004019965663828508,0.4179770479339911,961,769,-6.0,1970.62,430.84,432.01,1868.34,1880.1,54.71,54.04,946.83,952.97,33.33,32.41,891.22,891.63,0.41,58.76,58.78,0.02,81.49,81.42,-0.07,442.76,442.84,0.08,2432.51,2433.97,1.46,125.86,125.88,0.02,58.9,698.55,682.99
