node_id,infra_type,lat,lon,flood_depth_m,cascade_fail_freq,betweenness_centrality
telecom_cluster_03950,telecom,40.8856,-73.9265,0.0,0.945,0.0
telecom_cluster_03951,telecom,40.8852,-73.9215,0.0,0.945,0.0
telecom_cluster_03952,telecom,40.8828,-73.8981,0.0,0.945,0.0
telecom_cluster_03953,telecom,40.88595,-73.89545,0.0,0.945,0.0
telecom_cluster_03977,telecom,40.8917,-73.9388,0.0,0.945,0.0
telecom_cluster_03978,telecom,40.8883,-73.9202,0.0,0.945,0.0
telecom_cluster_03979,telecom,40.8902,-73.88948,0.0,0.945,0.0
telecom_cluster_04004,telecom,40.8929,-73.9413,0.0,0.945,0.0
telecom_cluster_04005,telecom,40.8936,-73.918,0.0,0.945,0.0
telecom_cluster_04006,telecom,40.8962,-73.91693,0.0,0.945,0.0
telecom_cluster_04033,telecom,40.8984,-73.9382,0.0,0.945,0.0
telecom_cluster_04034,telecom,40.89955,-73.91575,0.0,0.945,0.0
water_jerome_park_harris_park_annex,water,40.87813,-73.89508,0.0,0.945,0.0
water_pumping_station,water,40.89348,-73.90628,0.0,0.945,0.0
water_riverdale_park,water,40.89014,-73.9184,0.0,0.945,0.0
telecom_cluster_02852,telecom,40.7375,-73.9062,0.0,0.944,0.0
telecom_cluster_02867,telecom,40.7327,-73.8197,0.0,0.944,0.0
telecom_cluster_03262,telecom,40.7681,-73.8592,0.0,0.943,0.0
telecom_cluster_01305,telecom,40.8409,-73.9017,0.0,0.942,0.0
telecom_cluster_02700,telecom,40.7181,-73.9065,0.0,0.941,0.0
telecom_cluster_03645,telecom,40.8311,-73.9375,0.0,0.941,0.0
telecom_cluster_02709,telecom,40.71995,-73.83508,0.0,0.94,0.0
telecom_cluster_02762,telecom,40.72562,-73.83966,0.0,0.94,0.0
telecom_cluster_02763,telecom,40.72442,-73.8352,0.0,0.94,0.0
telecom_cluster_02764,telecom,40.7238,-73.83103,0.0,0.94,0.0
telecom_cluster_02982,telecom,40.7427,-73.8288,0.0,0.935,0.0
telecom_cluster_01333,telecom,40.8438,-73.8992,0.0,0.928,0.0
telecom_cluster_02811,telecom,40.7322,-73.8427,0.0,0.925,0.0
telecom_cluster_03044,telecom,40.751,-73.7742,0.0,0.913,0.0
telecom_cluster_02103,telecom,40.6584,-73.9172,0.0,0.911,0.0
telecom_cluster_02972,telecom,40.7471,-73.8813,0.0,0.909,0.0
telecom_cluster_02973,telecom,40.7428,-73.8748,0.0,0.909,0.0
telecom_cluster_02866,telecom,40.7368,-73.827,0.0,0.906,0.0
telecom_cluster_02601,telecom,40.7125,-73.8348,0.0,0.904,0.0
telecom_cluster_02975,telecom,40.74583,-73.8647,0.0,0.89,0.0
telecom_cluster_03037,telecom,40.75014,-73.87075,0.0,0.89,0.0
telecom_cluster_03038,telecom,40.75005,-73.86375,0.0,0.89,0.0
telecom_cluster_02974,telecom,40.74405,-73.87055,0.0,0.888,0.0
telecom_cluster_03093,telecom,40.75687,-73.87477,0.0,0.888,0.0
telecom_cluster_03094,telecom,40.7572,-73.87005,0.0,0.888,0.0
telecom_cluster_03141,telecom,40.7597,-73.8664,0.0,0.888,0.0
power_oakland,power,40.7479,-73.76206,0.0,0.887,5e-06
fuel_station_bp_0176,fuel,40.74829,-73.75838,0.0,0.887,0.0
telecom_cluster_00497,telecom,40.7101,-73.8489,0.0,0.887,0.0
telecom_cluster_00584,telecom,40.72081,-73.84524,0.0,0.887,0.0
telecom_cluster_00625,telecom,40.7274,-73.8549,0.0,0.887,0.0
telecom_cluster_00628,telecom,40.7261,-73.8373,0.0,0.887,0.0
telecom_cluster_00806,telecom,40.74562,-73.77005,0.0,0.887,0.0
telecom_cluster_00807,telecom,40.74675,-73.76475,0.0,0.887,0.0
telecom_cluster_00851,telecom,40.7492,-73.7906,0.0,0.887,0.0
telecom_cluster_00854,telecom,40.7509,-73.7502,0.0,0.887,0.0
telecom_cluster_02594,telecom,40.7091,-73.8753,0.0,0.887,0.0
telecom_cluster_02595,telecom,40.7123,-73.8668,0.0,0.887,0.0
telecom_cluster_02600,telecom,40.71173,-73.8387,0.0,0.887,0.0
telecom_cluster_02652,telecom,40.71505,-73.85505,0.0,0.887,0.0
telecom_cluster_02653,telecom,40.7158,-73.84878,0.0,0.887,0.0
telecom_cluster_02654,telecom,40.7149,-73.84421,0.0,0.887,0.0
telecom_cluster_02703,telecom,40.71973,-73.86463,0.0,0.887,0.0
telecom_cluster_02704,telecom,40.7197,-73.85957,0.0,0.887,0.0
telecom_cluster_02705,telecom,40.7205,-73.85358,0.0,0.887,0.0
telecom_cluster_02707,telecom,40.72101,-73.845,0.0,0.887,0.0
telecom_cluster_02708,telecom,40.7193,-73.84013,0.0,0.887,0.0
telecom_cluster_02986,telecom,40.74635,-73.76555,0.0,0.887,0.0
telecom_cluster_03045,telecom,40.75,-73.7539,0.0,0.887,0.0
telecom_cluster_04140,telecom,40.72114,-73.84401,0.0,0.887,0.0
telecom_cluster_00715,telecom,40.7342,-73.8368,0.0,0.886,0.0
telecom_cluster_02592,telecom,40.7076,-73.8924,0.0,0.886,0.0
fuel_station_american_gas_1099,fuel,40.71245,-73.89753,0.0,0.885,0.0
fuel_station_bp_0567,fuel,40.73053,-73.87205,0.0,0.885,0.0
fuel_station_bp_0756,fuel,40.7261,-73.89783,0.0,0.885,0.0
fuel_station_bp_0799,fuel,40.75512,-73.89132,0.0,0.885,0.0
fuel_station_citgo_1117,fuel,40.71407,-73.85906,0.0,0.885,0.0
fuel_station_gas_sale_0682,fuel,40.72205,-73.88596,0.0,0.885,0.0
fuel_station_gas_sale_1001,fuel,40.7378,-73.88084,0.0,0.885,0.0
fuel_station_gulf_0692,fuel,40.74249,-73.86996,0.0,0.885,0.0
fuel_station_mobil_0730,fuel,40.7377,-73.85247,0.0,0.885,0.0
fuel_station_mobil_0780,fuel,40.73027,-73.86172,0.0,0.885,0.0
fuel_station_mobil_0798,fuel,40.75522,-73.89054,0.0,0.885,0.0
fuel_station_mobil_1101,fuel,40.73806,-73.84835,0.0,0.885,0.0
fuel_station_plato_service_station_0768,fuel,40.73096,-73.88587,0.0,0.885,0.0
fuel_station_shell_0599,fuel,40.7304,-73.88782,0.0,0.885,0.0
fuel_station_speedway_0270,fuel,40.7573,-73.87071,0.0,0.885,0.0
fuel_station_speedway_1002,fuel,40.73881,-73.88595,0.0,0.885,0.0
fuel_station_sunco_0863,fuel,40.74644,-73.89322,0.0,0.885,0.0
fuel_station_sunco_0877,fuel,40.74652,-73.89322,0.0,0.885,0.0
fuel_station_unknown_gas_station_0615,fuel,40.76142,-73.86791,0.0,0.885,0.0
fuel_station_unknown_gas_station_1085,fuel,40.75234,-73.85282,0.0,0.885,0.0
fuel_station_unknown_gas_station_1131,fuel,40.72143,-73.8661,0.0,0.885,0.0
fuel_station_unknown_gas_station_1134,fuel,40.757,-73.87018,0.0,0.885,0.0
power_corona,power,40.74021,-73.8622,0.0,0.885,0.0
subway_111_st_7,subway,40.75173,-73.85533,0.0,0.885,0.0
subway_63_dr_rego_park_mr,subway,40.72985,-73.8616,0.0,0.885,0.0
subway_67_av_mr,subway,40.72652,-73.85272,0.0,0.885,0.0
subway_69_st_7,subway,40.74632,-73.8964,0.0,0.885,0.0
subway_74_st_broadway_7,subway,40.74685,-73.89139,0.0,0.885,0.0
subway_82_st_jackson_hts_7,subway,40.74766,-73.8837,0.0,0.885,0.0
subway_90_st_elmhurst_av_7,subway,40.74841,-73.87661,0.0,0.885,0.0
subway_elmhurst_av_mr,subway,40.74245,-73.88202,0.0,0.885,0.0
subway_forest_hills_71_av_efmr,subway,40.72169,-73.84452,0.0,0.885,0.0
subway_grand_av_newtown_mr,subway,40.73701,-73.87722,0.0,0.885,0.0
subway_jackson_hts_roosevelt_av_efmr,subway,40.74664,-73.89134,0.0,0.885,0.0
subway_junction_blvd_7,subway,40.74914,-73.86953,0.0,0.885,0.0
subway_middle_village_metropolitan_av_m,subway,40.7114,-73.8896,0.0,0.885,0.0
subway_woodhaven_blvd_mr,subway,40.73311,-73.86923,0.0,0.885,0.0
telecom_cluster_00624,telecom,40.7243,-73.8923,0.0,0.885,0.0
telecom_cluster_00669,telecom,40.7277,-73.8862,0.0,0.885,0.0
telecom_cluster_00670,telecom,40.72963,-73.87967,0.0,0.885,0.0
telecom_cluster_00671,telecom,40.73053,-73.87443,0.0,0.885,0.0
telecom_cluster_00672,telecom,40.73192,-73.8701,0.0,0.885,0.0
telecom_cluster_00673,telecom,40.7312,-73.8635,0.0,0.885,0.0
telecom_cluster_00674,telecom,40.7298,-73.86125,0.0,0.885,0.0
telecom_cluster_00675,telecom,40.7287,-73.8407,0.0,0.885,0.0
telecom_cluster_00708,telecom,40.73515,-73.8729,0.0,0.885,0.0
telecom_cluster_00709,telecom,40.7333,-73.868,0.0,0.885,0.0
telecom_cluster_00713,telecom,40.73695,-73.8522,0.0,0.885,0.0
telecom_cluster_00746,telecom,40.73985,-73.89455,0.0,0.885,0.0
telecom_cluster_00747,telecom,40.73867,-73.88993,0.0,0.885,0.0
telecom_cluster_00748,telecom,40.73877,-73.88403,0.0,0.885,0.0
telecom_cluster_00749,telecom,40.7413,-73.8813,0.0,0.885,0.0
telecom_cluster_00750,telecom,40.7422,-73.8768,0.0,0.885,0.0
telecom_cluster_00751,telecom,40.7379,-73.8498,0.0,0.885,0.0
telecom_cluster_00752,telecom,40.74035,-73.84475,0.0,0.885,0.0
telecom_cluster_00798,telecom,40.7427,-73.8966,0.0,0.885,0.0
telecom_cluster_00799,telecom,40.7454,-73.8477,0.0,0.885,0.0
telecom_cluster_00800,telecom,40.7451,-73.8473,0.0,0.885,0.0
telecom_cluster_00846,telecom,40.7481,-73.8961,0.0,0.885,0.0
telecom_cluster_00847,telecom,40.7524,-73.8566,0.0,0.885,0.0
telecom_cluster_00848,telecom,40.74975,-73.85045,0.0,0.885,0.0
telecom_cluster_00849,telecom,40.7475,-73.8349,0.0,0.885,0.0
telecom_cluster_00885,telecom,40.7559,-73.8561,0.0,0.885,0.0
telecom_cluster_02054,telecom,40.6525,-73.9683,0.0,0.885,0.0
telecom_cluster_02593,telecom,40.7124,-73.88405,0.0,0.885,0.0
telecom_cluster_02645,telecom,40.7168,-73.8967,0.0,0.885,0.0
telecom_cluster_02646,telecom,40.7155,-73.88795,0.0,0.885,0.0
telecom_cluster_02647,telecom,40.71305,-73.8863,0.0,0.885,0.0
telecom_cluster_02648,telecom,40.7128,-73.87855,0.0,0.885,0.0
telecom_cluster_02649,telecom,40.71308,-73.87573,0.0,0.885,0.0
telecom_cluster_02701,telecom,40.7201,-73.893,0.0,0.885,0.0
telecom_cluster_02702,telecom,40.71915,-73.89147,0.0,0.885,0.0
telecom_cluster_02754,telecom,40.72557,-73.89538,0.0,0.885,0.0
telecom_cluster_02756,telecom,40.72526,-73.86958,0.0,0.885,0.0
telecom_cluster_02757,telecom,40.72647,-73.8645,0.0,0.885,0.0
telecom_cluster_02758,telecom,40.7261,-73.85996,0.0,0.885,0.0
telecom_cluster_02759,telecom,40.72623,-73.85407,0.0,0.885,0.0
telecom_cluster_02760,telecom,40.72346,-73.84963,0.0,0.885,0.0
telecom_cluster_02804,telecom,40.7281,-73.88482,0.0,0.885,0.0
telecom_cluster_02805,telecom,40.72951,-73.8802,0.0,0.885,0.0
telecom_cluster_02806,telecom,40.73065,-73.87582,0.0,0.885,0.0
telecom_cluster_02807,telecom,40.73009,-73.871,0.0,0.885,0.0
telecom_cluster_02808,telecom,40.73051,-73.8653,0.0,0.885,0.0
telecom_cluster_02809,telecom,40.72937,-73.86063,0.0,0.885,0.0
telecom_cluster_02810,telecom,40.7279,-73.8565,0.0,0.885,0.0
telecom_cluster_02854,telecom,40.7346,-73.88462,0.0,0.885,0.0
telecom_cluster_02856,telecom,40.73508,-73.87546,0.0,0.885,0.0
telecom_cluster_02857,telecom,40.73427,-73.87065,0.0,0.885,0.0
telecom_cluster_02860,telecom,40.73681,-73.85442,0.0,0.885,0.0
telecom_cluster_02861,telecom,40.7375,-73.8517,0.0,0.885,0.0
telecom_cluster_02862,telecom,40.73325,-73.8437,0.0,0.885,0.0
telecom_cluster_02864,telecom,40.73598,-73.83617,0.0,0.885,0.0
telecom_cluster_02909,telecom,40.7397,-73.89514,0.0,0.885,0.0
telecom_cluster_02910,telecom,40.73874,-73.89014,0.0,0.885,0.0
telecom_cluster_02911,telecom,40.73873,-73.88518,0.0,0.885,0.0
telecom_cluster_02913,telecom,40.74215,-73.8768,0.0,0.885,0.0
telecom_cluster_02916,telecom,40.73777,-73.85047,0.0,0.885,0.0
telecom_cluster_02917,telecom,40.7397,-73.84486,0.0,0.885,0.0
telecom_cluster_02919,telecom,40.74145,-73.8355,0.0,0.885,0.0
telecom_cluster_02969,telecom,40.74636,-73.89458,0.0,0.885,0.0
telecom_cluster_02970,telecom,40.74655,-73.89051,0.0,0.885,0.0
telecom_cluster_02971,telecom,40.7472,-73.887,0.0,0.885,0.0
telecom_cluster_02977,telecom,40.74347,-73.85573,0.0,0.885,0.0
telecom_cluster_02978,telecom,40.74647,-73.8488,0.0,0.885,0.0
telecom_cluster_02979,telecom,40.7429,-73.84665,0.0,0.885,0.0
telecom_cluster_03032,telecom,40.74936,-73.89561,0.0,0.885,0.0
telecom_cluster_03033,telecom,40.74996,-73.88972,0.0,0.885,0.0
telecom_cluster_03034,telecom,40.75096,-73.88452,0.0,0.885,0.0
telecom_cluster_03035,telecom,40.75046,-73.87957,0.0,0.885,0.0
telecom_cluster_03041,telecom,40.75053,-73.84996,0.0,0.885,0.0
telecom_cluster_03042,telecom,40.7515,-73.8409,0.0,0.885,0.0
telecom_cluster_03090,telecom,40.75475,-73.88843,0.0,0.885,0.0
telecom_cluster_03091,telecom,40.75498,-73.88568,0.0,0.885,0.0
telecom_cluster_03092,telecom,40.75583,-73.87967,0.0,0.885,0.0
telecom_cluster_03138,telecom,40.76004,-73.88972,0.0,0.885,0.0
telecom_cluster_03139,telecom,40.75948,-73.8863,0.0,0.885,0.0
telecom_cluster_04127,telecom,40.64991,-73.97584,0.0,0.885,0.0
water_eng_324__div_14,water,40.73802,-73.85184,0.0,0.885,0.0
water_pre_k_center_at_111_street,water,40.74726,-73.84333,0.0,0.885,0.0
fuel_station_bp_1102,fuel,40.68254,-73.80635,0.0,0.88,0.0
fuel_station_sunoco_0889,fuel,40.67478,-73.80876,0.0,0.88,0.0
fuel_station_unknown_gas_station_1048,fuel,40.67474,-73.80353,0.0,0.88,0.0
hospital_elmhurst_hospital_center,hospital,40.73871,-73.87835,0.0,0.88,0.0
power_rockaway,power,40.67533,-73.80544,0.0,0.88,0.0
telecom_cluster_00215,telecom,40.6661,-73.8015,0.0,0.88,0.0
telecom_cluster_02155,telecom,40.66593,-73.8053,0.0,0.88,0.0
telecom_cluster_02156,telecom,40.66605,-73.79972,0.0,0.88,0.0
telecom_cluster_02291,telecom,40.67933,-73.80403,0.0,0.88,0.0
water_pollution_control_facility,water,40.66425,-73.8073,0.0,0.88,0.0
hospital_long_island_jewish_forest_hills,hospital,40.729,-73.85168,0.0,0.879,0.0
telecom_cluster_02101,telecom,40.6614,-73.9274,0.0,0.874,0.0
hospital_montefiore_medical_center___montefiore_w,hospital,40.84068,-73.8484,0.0,0.873,0.0
hospital_calvary_hospital_inc,hospital,40.84793,-73.84392,0.0,0.872,0.0
telecom_cluster_02686,telecom,40.71898,-73.99424,0.0,0.867,0.0
hospital_brookdale_hospital_medical_center,hospital,40.65495,-73.91242,0.0,0.865,0.0
hospital_kings_county_hospital_center,hospital,40.65664,-73.94493,0.0,0.865,0.0
hospital_kingsbrook_jewish_medical_village,hospital,40.65939,-73.93375,0.0,0.865,0.0
hospital_mount_sinai_brooklyn,hospital,40.61872,-73.94297,0.0,0.865,0.0
hospital_university_hospital_of_brooklyn,hospital,40.65508,-73.94491,0.0,0.865,0.0
telecom_cluster_02907,telecom,40.73797,-73.90447,0.0,0.865,0.0
fuel_station_76_0260,fuel,40.67962,-73.87801,0.0,0.863,0.0
fuel_station_bp_0203,fuel,40.67959,-73.88007,0.0,0.863,0.0
fuel_station_bp_1139,fuel,40.65906,-73.89072,0.0,0.863,0.0
fuel_station_bp_1148,fuel,40.65291,-73.88671,0.0,0.863,0.0
fuel_station_conoco_1113,fuel,40.65312,-73.88626,0.0,0.863,0.0
fuel_station_mobil_1138,fuel,40.65872,-73.8913,0.0,0.863,0.0
fuel_station_unknown_gas_station_0627,fuel,40.65738,-73.89245,0.0,0.863,0.0
fuel_station_unknown_gas_station_0628,fuel,40.64898,-73.89197,0.0,0.863,0.0
power_livonia_avenue,power,40.66573,-73.8891,0.0,0.863,0.0
subway_cleveland_st_j,subway,40.67995,-73.88464,0.0,0.863,0.0
subway_crescent_st_jz,subway,40.68319,-73.87378,0.0,0.863,0.0
subway_east_105_st_l,subway,40.65057,-73.89948,0.0,0.863,0.0
subway_new_lots_av_l,subway,40.65873,-73.89923,0.0,0.863,0.0
subway_shepherd_av_c,subway,40.67413,-73.88075,0.0,0.863,0.0
subway_van_siclen_av_3,subway,40.66545,-73.88939,0.0,0.863,0.0
telecom_cluster_01985,telecom,40.64473,-73.8781,0.0,0.863,0.0
telecom_cluster_01986,telecom,40.645,-73.87498,0.0,0.863,0.0
telecom_cluster_02024,telecom,40.6491,-73.8972,0.0,0.863,0.0
telecom_cluster_02025,telecom,40.6506,-73.8906,0.0,0.863,0.0
telecom_cluster_02026,telecom,40.6524,-73.8858,0.0,0.863,0.0
telecom_cluster_02027,telecom,40.65165,-73.876,0.0,0.863,0.0
telecom_cluster_02069,telecom,40.6553,-73.88005,0.0,0.863,0.0
telecom_cluster_02070,telecom,40.6528,-73.8772,0.0,0.863,0.0
telecom_cluster_02104,telecom,40.65979,-73.8993,0.0,0.863,0.0
water_26_ward_water_pollution_cp,water,40.64813,-73.87584,0.0,0.863,0.0
water_26th_ward_wwtp,water,40.65242,-73.87902,0.0,0.863,0.0
water_paerdegat_basin_park_addition,water,40.62706,-73.91022,0.0,0.863,0.0
water_well_station_#32,water,40.68266,-73.81472,0.0,0.859,0.0
fuel_station_amoco_0336,fuel,40.66498,-73.73549,0.0,0.853,0.0
fuel_station_bp_0650,fuel,40.66514,-73.73328,0.0,0.853,0.0
fuel_station_bp_0721,fuel,40.66522,-73.72597,0.0,0.853,0.0
fuel_station_citgo_0663,fuel,40.67303,-73.72413,0.0,0.853,0.0
fuel_station_corocan_0699,fuel,40.66519,-73.73257,0.0,0.853,0.0
fuel_station_mobile_0217,fuel,40.67618,-73.74172,0.0,0.853,0.0
power_rosedale,power,40.66799,-73.73679,0.0,0.853,0.0
telecom_cluster_00223,telecom,40.6634,-73.7251,0.0,0.853,0.0
telecom_cluster_02167,telecom,40.6663,-73.7415,0.0,0.853,0.0
telecom_cluster_02202,telecom,40.6708,-73.7366,0.0,0.853,0.0
telecom_cluster_02203,telecom,40.6699,-73.7254,0.0,0.853,0.0
telecom_cluster_02249,telecom,40.6763,-73.7322,0.0,0.853,0.0
telecom_cluster_02294,telecom,40.6801,-73.72908,0.0,0.853,0.0
water_avenue_v_sewage_pumping_station,water,40.59355,-73.98126,0.0,0.853,0.0
hospital_maimonides_midwood_community_hospital,hospital,40.61392,-73.94849,0.0,0.844,0.0
water_pumping_stn_sewage_disposal,water,40.5913,-73.93386,0.0,0.844,0.0
hospital_mount_sinai____behavioral_health_center,hospital,40.72068,-73.9912,0.0,0.833,0.0
telecom_cluster_02967,telecom,40.74573,-73.90439,0.0,0.829,0.0
telecom_cluster_02968,telecom,40.74474,-73.90063,0.0,0.829,0.0
telecom_cluster_02908,telecom,40.74108,-73.8992,0.0,0.825,0.0
water_well_station_#36,water,40.67914,-73.72691,0.0,0.824,0.0
telecom_cluster_02596,telecom,40.71061,-73.85872,0.0,0.824,0.0
telecom_cluster_02966,telecom,40.74495,-73.90945,0.0,0.823,0.0
hospital_newyork_presbyterian_brooklyn_methodist,hospital,40.66781,-73.97911,0.0,0.818,0.0
hospital_nyu_langone_hospital___joseph_s__and_dia,hospital,40.69065,-73.99754,0.0,0.818,0.0
water_well_station_#60,water,40.68209,-73.73432,0.0,0.818,0.0
telecom_cluster_03095,telecom,40.75692,-73.85334,0.0,0.817,0.0
telecom_cluster_03097,telecom,40.75362,-73.8438,0.0,0.816,0.0
telecom_cluster_02753,telecom,40.72557,-73.90037,0.0,0.804,0.0
hospital_mount_sinai_west,hospital,40.76966,-73.9868,0.0,0.803,0.0
telecom_cluster_03307,telecom,40.7748,-73.8667,0.0,0.803,0.0
telecom_cluster_03342,telecom,40.7813,-73.8683,0.0,0.803,0.0
telecom_cluster_03260,telecom,40.77101,-73.86957,0.0,0.802,0.0
telecom_cluster_03306,telecom,40.77405,-73.87196,0.0,0.802,0.0
telecom_cluster_03305,telecom,40.77467,-73.87473,0.0,0.799,0.0
water_destratification_facility,water,40.66094,-73.83996,0.0,0.797,0.0
telecom_cluster_03030,telecom,40.74855,-73.9061,0.0,0.791,0.0
telecom_cluster_02712,telecom,40.7183,-73.8214,0.0,0.78,0.0
telecom_cluster_00458,telecom,40.70565,-73.9537,0.0,0.776,0.0
water_rockaway_water_pollution_cp,water,40.58425,-73.82619,0.0,0.767,0.0
telecom_cluster_02685,telecom,40.72003,-74.0006,0.0,0.765,0.0
telecom_cluster_03096,telecom,40.7544,-73.852,0.0,0.758,0.0
telecom_cluster_03144,telecom,40.7592,-73.85055,0.0,0.758,0.0
telecom_cluster_03263,telecom,40.7702,-73.8554,0.0,0.738,0.0
subway_beach_36_st_a,subway,40.5954,-73.76817,0.0,0.716,0.0
subway_beach_44_st_a,subway,40.59294,-73.77601,0.0,0.716,0.0
subway_beach_60_st_a,subway,40.59237,-73.78852,0.0,0.716,0.0
subway_beach_67_st_a,subway,40.59093,-73.79692,0.0,0.716,0.0
telecom_cluster_02586,telecom,40.7089,-73.9585,0.0,0.711,0.0
telecom_cluster_03650,telecom,40.8291,-73.892,0.0,0.696,0.0
telecom_cluster_02642,telecom,40.71392,-73.93622,0.0,0.685,0.0
telecom_cluster_02535,telecom,40.70685,-73.95405,0.0,0.662,0.0
hospital_new_york_presbyterian_hospital___columbi,hospital,40.84115,-73.94081,0.0,0.66,0.0
telecom_cluster_01833,telecom,40.62117,-73.93928,0.0,0.657,0.0
hospital_lenox_health_greenwich_village,hospital,40.73772,-74.00086,0.0,0.641,0.0
hospital_new_york_presbyterian_lower_manhattan_ho,hospital,40.71029,-74.00495,0.0,0.641,0.0
telecom_cluster_02657,telecom,40.71518,-73.82922,0.0,0.634,0.0
telecom_cluster_02710,telecom,40.71945,-73.82986,0.0,0.634,0.0
telecom_cluster_02711,telecom,40.71945,-73.82695,0.0,0.634,0.0
telecom_cluster_02585,telecom,40.71012,-73.97083,0.0,0.623,0.0
telecom_cluster_03712,telecom,40.84208,-73.902,0.0,0.622,0.0
telecom_cluster_02634,telecom,40.71474,-73.97588,0.0,0.622,0.0
telecom_cluster_00457,telecom,40.70565,-73.95936,0.0,0.62,0.0
telecom_cluster_02489,telecom,40.70122,-73.96118,0.0,0.62,0.0
telecom_cluster_03742,telecom,40.84527,-73.90042,0.0,0.619,0.0
telecom_cluster_02534,telecom,40.70522,-73.95899,0.0,0.619,0.0
telecom_cluster_03151,telecom,40.7623,-73.8086,0.0,0.619,0.0
telecom_cluster_02533,telecom,40.7037,-73.9646,0.0,0.618,0.0
telecom_cluster_01910,telecom,40.63558,-73.97525,0.0,0.617,0.0
telecom_cluster_01940,telecom,40.64065,-73.97963,0.0,0.616,0.0
telecom_cluster_01909,telecom,40.63509,-73.97799,0.0,0.614,0.0
water_well_station_#5,water,40.71407,-73.76012,0.0,0.614,0.0
telecom_cluster_02801,telecom,40.73082,-73.91578,0.0,0.61,0.0
telecom_cluster_03682,telecom,40.8347,-73.8916,0.0,0.61,0.0
water_mason_avenue_pumping_station,water,40.58098,-74.09152,0.0,0.61,0.0
telecom_cluster_02797,telecom,40.7313,-73.9472,0.0,0.608,0.0
telecom_cluster_02802,telecom,40.72863,-73.91014,0.0,0.607,0.0
water_well_station_#7,water,40.71759,-73.753,0.0,0.607,0.0
telecom_cluster_03711,telecom,40.83946,-73.90399,0.0,0.604,0.0
telecom_cluster_02602,telecom,40.7104,-73.83055,0.0,0.604,0.0
telecom_cluster_02547,telecom,40.7069,-73.8281,0.0,0.596,0.0
telecom_cluster_02546,telecom,40.7068,-73.8497,0.0,0.581,0.0
telecom_cluster_02655,telecom,40.71565,-73.84107,0.0,0.581,0.0
telecom_cluster_02656,telecom,40.71509,-73.83463,0.0,0.581,0.0
telecom_cluster_02750,telecom,40.72485,-73.92015,0.0,0.577,0.0
telecom_cluster_02603,telecom,40.7091,-73.8202,0.0,0.568,0.0
water_154th_st_pumping_station,water,40.79489,-73.80667,0.0,0.538,0.0
telecom_cluster_00586,telecom,40.7209,-73.8312,0.0,0.538,0.0
telecom_cluster_03043,telecom,40.7502,-73.8356,0.0,0.538,0.0
water_wastewater_pumping_station,water,40.77556,-73.83079,0.0,0.534,0.0
telecom_cluster_00629,telecom,40.7259,-73.8287,0.0,0.533,0.0
water_well_station_#19,water,40.71238,-73.79205,0.0,0.533,0.0
telecom_cluster_00548,telecom,40.71565,-73.81545,0.0,0.532,0.0
telecom_cluster_02532,telecom,40.7045,-73.9677,0.0,0.531,0.0
fuel_station_amoco_0206,fuel,40.7201,-73.80945,0.0,0.529,0.0
fuel_station_bp_0616,fuel,40.72687,-73.81042,0.0,0.529,0.0
fuel_station_gulf_0703,fuel,40.71735,-73.81758,0.0,0.529,0.0
fuel_station_hillside_ave_mobil_mart_1009,fuel,40.70945,-73.79748,0.0,0.529,0.0
fuel_station_mobil_0108,fuel,40.72189,-73.80411,0.0,0.529,0.0
fuel_station_mobil_0543,fuel,40.71397,-73.80749,0.0,0.529,0.0
fuel_station_mobil_0887,fuel,40.73292,-73.82549,0.0,0.529,0.0
fuel_station_shell_0617,fuel,40.71838,-73.81566,0.0,0.529,0.0
fuel_station_unknown_gas_station_0737,fuel,40.72643,-73.82137,0.0,0.529,0.0
subway_169_st_f,subway,40.71047,-73.7936,0.0,0.529,0.0
telecom_cluster_00587,telecom,40.7199,-73.7962,0.0,0.529,0.0
telecom_cluster_02660,telecom,40.716,-73.81367,0.0,0.529,0.0
telecom_cluster_02662,telecom,40.71605,-73.8056,0.0,0.529,0.0
telecom_cluster_02663,telecom,40.71672,-73.80113,0.0,0.529,0.0
telecom_cluster_02713,telecom,40.71857,-73.79407,0.0,0.529,0.0
telecom_cluster_02765,telecom,40.7274,-73.811,0.0,0.529,0.0
telecom_cluster_02814,telecom,40.72926,-73.81377,0.0,0.529,0.0
telecom_cluster_02815,telecom,40.72845,-73.81144,0.0,0.529,0.0
telecom_cluster_02865,telecom,40.73605,-73.8286,0.0,0.529,0.0
telecom_cluster_02868,telecom,40.73464,-73.81479,0.0,0.529,0.0
telecom_cluster_02926,telecom,40.7384,-73.7977,0.0,0.529,0.0
water_flushing_meadow_corona_park,water,40.72327,-73.82714,0.0,0.529,0.0
water_well_station_#18,water,40.71502,-73.80308,0.0,0.529,0.0
water_well_station_#50,water,40.72339,-73.80992,0.0,0.529,0.0
water_well_station_#51,water,40.72236,-73.80418,0.0,0.529,0.0
water_well_station_#52,water,40.72879,-73.80855,0.0,0.529,0.0
water_well_station_#53,water,40.72497,-73.8076,0.0,0.529,0.0
hospital_staten_island_university_hosp_north,hospital,40.58476,-74.08605,0.0,0.522,0.0
telecom_cluster_02851,telecom,40.7363,-73.9108,0.0,0.511,0.0
telecom_cluster_00999,telecom,40.7706,-73.8704,0.0,0.51,0.0
telecom_cluster_03205,telecom,40.76677,-73.86357,0.0,0.51,0.0
