node_id,infra_type,lon,lat,flood_depth_m,flooded
power_plank_road,power,-74.13260101399999,40.73400586200006,0.0,False
power_norfolk_street,power,-74.18655550799997,40.73813343200004,0.0,False
power_miller_st,power,-74.18213466799995,40.71919224900006,0.0,False
power_unknown132358,power,-74.04386991199993,40.771849822000036,0.0,False
power_unknown124209,power,-73.99955078499994,40.66275654100008,0.0,False
power_unknown132401,power,-74.16940175299999,40.82691286200003,0.0,False
power_unknown132408,power,-74.19938662499999,40.86311309800004,0.0,False
power_unknown132361,power,-74.04198165499997,40.74094165300005,0.0,False
power_unknown132981,power,-74.24891516699995,40.56590814700007,0.0,False
power_unknown140876,power,-74.22690865899995,40.612275873000044,0.0,False
power_unknown132599,power,-74.12548480499999,40.737699908000025,0.0,False
power_unknown133201,power,-74.12778544099996,40.70783866000005,0.0,False
power_15th_street,power,-74.19989048299993,40.75338292200007,0.0,False
power_unknown132359,power,-74.04335429399998,40.735845495000035,0.0,False
power_unknown135542,power,-74.04151210299995,40.76953691400007,0.0,False
power_unknown133153,power,-74.22927134199995,40.88285396600003,0.0,False
power_unknown162553,power,-74.121098,40.735967,0.0,False
power_nineteenth_avenue,power,-74.20969274099997,40.731037453000056,0.0,False
power_unknown132974,power,-74.03017086999995,40.757203023000045,0.0,False
power_unknown162556,power,-73.995605,40.795907,0.0,False
power_tap161815,power,-74.20027628399998,40.64420458700005,0.0,False
power_tap162555,power,-74.17517935999996,40.74702875400004,0.0,False
power_hell_gate,power,-73.90995204199999,40.79911681400006,0.0,False
power_parkchester,power,-73.86337019799998,40.84205489200008,0.0,False
power_east_179th_street,power,-73.89331408099997,40.84944851700004,0.0,False
power_plymouth,power,-73.98342897899994,40.70398658700003,0.0,False
power_greenwood,power,-73.99378148299996,40.65929113200008,0.0,False
power_unknown135537,power,-73.70323095299995,40.63835366500007,0.0,False
power_cedarhurst,power,-73.72904783499996,40.62027546500008,0.0,False
power_unknown135513,power,-73.72299482899996,40.72042206300006,0.0,False
power_academy,power,-73.91914228899998,40.860020087000066,0.0,False
power_corona,power,-73.86219631999995,40.74021072000005,0.0,False
power_unknown135505,power,-73.77091992899994,40.67903710400003,0.0,False
power_jamaica,power,-73.81390751099997,40.69918522000006,0.0,False
power_unknown135518,power,-73.84446335399997,40.68885938400007,0.0,False
power_arverne,power,-73.78324020999997,40.59251137900003,0.8,True
power_rockaway,power,-73.80543790399997,40.67532842900005,0.0,False
power_fox_hill,power,-74.07758698699996,40.610444150000035,0.0,False
