fips_code,county,state,customers_out,run_start_time
25025,Suffolk,Massachusetts,749,2018-01-07 11:30:00
25025,Suffolk,Massachusetts,383,2018-01-07 11:45:00
25025,Suffolk,Massachusetts,379,2018-01-07 12:00:00
25025,Suffolk,Massachusetts,379,2018-01-07 12:15:00
25025,Suffolk,Massachusetts,379,2018-01-07 12:30:00
25025,Suffolk,Massachusetts,245,2018-01-07 12:45:00
25025,Suffolk,Massachusetts,125,2018-01-07 13:00:00
25025,Suffolk,Massachusetts,125,2018-01-07 13:15:00
25025,Suffolk,Massachusetts,125,2018-01-07 13:30:00
25025,Suffolk,Massachusetts,125,2018-01-07 13:45:00
25025,Suffolk,Massachusetts,125,2018-01-07 14:00:00
25025,Suffolk,Massachusetts,127,2018-01-07 14:15:00
25025,Suffolk,Massachusetts,128,2018-01-07 14:30:00
25025,Suffolk,Massachusetts,128,2018-01-07 14:45:00
25025,Suffolk,Massachusetts,191,2018-01-07 15:00:00
25025,Suffolk,Massachusetts,190,2018-01-07 15:15:00
25025,Suffolk,Massachusetts,190,2018-01-07 15:30:00
25025,Suffolk,Massachusetts,191,2018-01-07 15:45:00
25025,Suffolk,Massachusetts,194,2018-01-07 16:00:00
25025,Suffolk,Massachusetts,194,2018-01-07 16:15:00
25025,Suffolk,Massachusetts,194,2018-01-07 16:30:00
25025,Suffolk,Massachusetts,194,2018-01-07 16:45:00
25025,Suffolk,Massachusetts,194,2018-01-07 17:00:00
25025,Suffolk,Massachusetts,194,2018-01-07 17:15:00
25025,Suffolk,Massachusetts,84,2018-01-07 17:30:00
25025,Suffolk,Massachusetts,83,2018-01-07 17:45:00
25025,Suffolk,Massachusetts,80,2018-01-07 18:00:00
25025,Suffolk,Massachusetts,83,2018-01-07 18:15:00
25025,Suffolk,Massachusetts,79,2018-01-07 18:30:00
25025,Suffolk,Massachusetts,104,2018-01-07 18:45:00
25025,Suffolk,Massachusetts,104,2018-01-07 19:00:00
25025,Suffolk,Massachusetts,105,2018-01-07 19:15:00
25025,Suffolk,Massachusetts,106,2018-01-07 19:30:00
25025,Suffolk,Massachusetts,106,2018-01-07 19:45:00
25025,Suffolk,Massachusetts,105,2018-01-07 20:00:00
25025,Suffolk,Massachusetts,78,2018-01-07 20:15:00
25025,Suffolk,Massachusetts,79,2018-01-07 20:30:00
25025,Suffolk,Massachusetts,79,2018-01-07 20:45:00
25025,Suffolk,Massachusetts,78,2018-01-07 21:00:00
25025,Suffolk,Massachusetts,78,2018-01-07 21:15:00
25025,Suffolk,Massachusetts,1,2018-01-07 22:00:00
25025,Suffolk,Massachusetts,1,2018-01-07 22:15:00
25025,Suffolk,Massachusetts,68,2018-01-07 22:45:00
25025,Suffolk,Massachusetts,69,2018-01-07 23:00:00
25025,Suffolk,Massachusetts,70,2018-01-07 23:15:00
25025,Suffolk,Massachusetts,70,2018-01-07 23:30:00
25025,Suffolk,Massachusetts,94,2018-01-07 23:45:00
